CASE_ID;QN1;QN2;QN3;QN4;QN5;QN6A;QN6B;QN6C;QN7A;QN7B;QN7C;QN7D;QN7E;QN7F;QN8A;QN8B;QN8C;QN8D;QN8E;QN8F;QN8G;QN8H;QN8I;QN8J;QN8K;QN9A;QN9B;QN9C;QN9D;QN9E;QN9F;QN9G;QN9H;QN9I;QN9J;QN9K;QN9L;QN10A;QN10B;QN10C;QN10D;QN10E;QN10F;QN10G;QN10H;QN10I;QN10J;QN10K;QN10L;QN10M;QN10N;QN10O;QN10P;QN10Q;QN11A;QN11B;QN11C;QN11D;QN11E;QN11F;QN11G;QN12A;QN12B;QN12C;QN12D;QN13A;QN13B;QN13C;QN13D;QN13E;QN13F;QN14A;QN14B;QN14C;QN14D;QN15;QN16;QN17;QN18;QN19A;QN19B;QN19C;QN19D;QN19E;QN19F;QN19G;QN20A;QN20B;QN20C;QN20D;QN21A;QN21B;QN21C;QN21D;QN21E;QN22A;QN22B;QN22C;QN22D;QN22E;QN22F;QN22G;QN22H;QN22I;QN22J;QN22K;QN22L;QN22M;QN22N;QN22O;QN22P;QN22Q;QN22R;QN22S;QN23A;QN23B;QN23C;QN23D;QN23E;QN23F;QN23G;QN23H;QN23I;QN23J;QN23K;QN23L;QN23M;QN23N;QN23O;QN23P;QN23Q;QN24A;QN24B;QN24C;QN25A;QN25B;QN25C;QN25D;QN25E;QN25F;QN25G;QN25H;QN25I;QN25J;QN25K;QN25L;QN25M;QN25N;QN25O;QN25P;QN25Q;QN25R;QN26A;QN26B;QN26C;QN26D;QN26E;QN27A;QN27B;QN27C;QN27D;QN27E;QN27F;QN27G;QN27H;QN27I;QN28A;QN28B;QN28C;QN28D;QN28E;QN28F;QN28G;QN28H;QN29A;QN29B;QN29C;QN29D;QN29E;QN30A;QN30B;QN30C;QN30D;QN30E;QN30F;QN30G;QN30H;QN30I;QN31A;QN31B;QN31C;QN31D;QN31E;QN32A;QN32B;QN32C;QN32D;QN32E;QN32F;QN32G;QN32H;QN33A;QN33B;QN33C;QN33D;QN33E;QN33F;QN33G;QN33H;QN33I;QN33J;QN34A;QN34B;QN34C;QN17A;METRO;REGION;DIVISION;OWNHOME;MSTATUS;EMPLOY;TOTPER;ADULTS;ADULTM;ADULTF;KIDS1217;KIDS611;KIDSLESS6;PARENT;AGE;AGE2;AGE3;EDUC;INCOME;RACE;REGVOTE;SEX;RELIGION;LENGTH;DEVICE_TYPE;WEIGHT;I_ATTEND;I_EDUC;I_GENDER;I_MARITAL;I_RACE;I_RELIGION
60000042;3;5;5;4;4;2;2;1;2;2;2;2;1;1;2;2;2;6;6;6;2;2;2;2;2;1;1;1;1;-1;1;-1;-1;-1;1;-1;1;97;3;97;5;3;97;5;97;97;97;10;5;5;5;5;7;97;4;3;3;3;3;4;4;4;3;4;2;2;2;2;2;2;2;2;4;1;4;1;1;1;3;1;4;4;2;2;2;1;2;1;4;3;1;1;1;1;1;3;4;4;4;4;4;1;3;1;1;2;3;2;1;4;4;1;2;1;4;3;1;1;3;1;4;2;1;3;1;1;1;1;4;2;1;3;1;4;3;4;4;4;3;4;4;4;2;1;3;4;4;1;3;1;4;2;1;2;4;1;1;1;1;1;1;1;1;1;1;2;1;1;4;1;1;4;1;4;3;3;1;1;1;4;2;4;4;3;3;4;4;4;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;5;4;1;1;3;5;4;4;2;1;5;4;9;1;3;1;5;4;;;0;1;0;1;44;;2;3;6;1;1;1;1;13,8;p;0,5422;4;1;1;3;1;1
60000043;2;2;4;4;4;2;2;1;2;2;1;2;1;1;4;2;1;3;3;3;2;4;1;3;1;1;1;2;1;2;2;2;2;2;1;2;1;10;1;97;5;7;2;1;97;97;97;9;1;1;97;1;1;7;3;4;3;4;3;2;3;1;1;3;3;3;3;1;1;2;1;3;1;1;4;1;1;2;1;2;2;2;2;1;3;3;4;4;4;1;2;4;1;3;4;3;2;1;2;1;3;4;1;2;3;3;2;3;1;4;4;1;1;2;4;3;2;2;4;3;4;4;1;4;4;4;4;2;4;4;1;4;1;4;3;3;4;4;1;2;3;3;1;1;3;3;3;3;2;3;4;2;4;2;2;2;4;2;3;2;4;4;3;3;3;2;4;4;4;1;4;4;2;4;4;3;1;4;1;4;4;4;4;4;4;4;4;4;2;2;1;2;2;3;4;4;1;3;4;1;4;4;1;3;1;4;4;1;3;1;4;4;4;1;2;3;2;3;1;3;1;4;1;0;1;0;3;0;1;36;;2;5;6;1;1;2;90;19,2;c;0,7667;2;2;2;3;1;5
60000044;3;2;3;4;4;3;2;2;1;2;1;2;1;1;5;5;5;5;5;5;4;5;4;5;5;1;1;1;1;2;2;2;2;2;1;2;1;97;7;97;7;8;97;7;97;97;97;10;97;97;97;6;6;97;2;1;2;2;3;3;1;3;2;3;2;1;1;1;1;1;1;3;1;1;3;1;1;1;3;1;2;1;1;1;3;3;2;3;4;4;1;4;1;1;1;3;3;3;3;3;2;4;4;1;1;1;2;4;1;4;4;1;2;1;4;4;3;4;4;1;4;4;1;4;4;4;1;4;4;4;1;3;2;3;4;4;4;4;3;3;4;4;4;3;3;3;4;1;3;2;3;2;4;2;4;2;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;3;1;1;1;3;3;3;3;3;3;4;3;4;1;3;1;1;1;1;1;1;1;1;1;1;1;4;3;3;3;4;4;1;2;1;4;4;4;2;1;1;3;6;2;1;5;2;1;0;1;0;0;1;1;34;;2;4;1;1;1;2;90;19,9;p;0,395;2;2;2;1;1;5
60000045;3;5;2;4;6;2;2;1;1;2;2;2;1;1;1;1;1;4;1;1;1;1;1;3;1;1;1;1;1;1;2;1;2;1;1;1;1;10;4;97;10;10;4;4;97;3;6;10;8;1;6;4;3;2;4;3;4;4;4;3;3;2;3;2;1;1;1;1;1;1;1;4;3;2;4;2;1;3;3;2;3;4;2;2;3;3;4;4;4;4;4;4;2;3;3;4;4;3;4;4;3;4;3;3;3;2;3;3;2;4;4;3;3;3;4;4;4;3;4;4;4;4;4;4;4;4;3;4;4;4;2;4;1;4;4;4;4;4;3;2;4;4;1;3;3;3;3;4;2;2;3;3;4;3;3;2;4;4;4;4;4;4;2;4;4;2;3;3;3;1;3;3;1;3;4;4;1;4;1;4;4;4;4;4;4;4;4;4;2;1;1;2;1;1;1;3;1;1;1;1;1;1;3;2;2;3;5;2;3;2;2;4;3;2;3;2;3;6;1;3;6;4;3;;;1;0;0;1;53;;3;8;15;2;1;2;15;21,3;p;0,5917;4;4;2;3;2;1
60000046;4;9;2;2;2;2;1;1;2;2;1;2;2;2;2;3;4;2;5;3;1;3;2;5;5;1;2;1;1;1;2;2;2;2;1;2;1;97;10;97;8;2;10;3;97;10;97;10;10;10;7;3;5;7;4;4;3;3;4;4;4;3;2;3;3;3;3;3;3;4;4;2;3;3;3;2;2;3;2;2;2;3;2;2;4;3;5;4;3;3;4;2;2;2;2;3;4;4;4;1;3;4;1;3;2;1;2;2;2;4;2;2;2;2;4;3;3;2;4;3;4;3;4;4;4;1;4;3;4;4;1;2;2;2;4;4;4;4;2;4;4;4;4;2;3;4;2;4;4;3;3;2;4;2;2;2;4;4;4;4;4;4;1;2;4;2;4;4;4;4;4;4;4;4;4;3;3;1;3;3;2;3;4;4;2;3;3;1;2;2;2;2;1;1;1;1;1;1;2;1;1;3;2;3;4;3;3;4;3;4;5;4;4;1;3;3;4;8;1;2;1;3;2;;;0;0;1;2;47;;2;8;14;1;1;1;2;21,9;c;0,8838;6;4;1;2;1;2
60000047;1;2;5;6;6;4;3;2;2;2;2;2;2;2;1;1;3;6;1;1;3;6;6;2;6;1;1;1;1;1;1;2;2;2;1;2;2;6;2;8;7;9;4;2;97;2;97;9;97;1;8;1;1;7;3;4;4;4;3;4;3;3;1;3;1;1;2;2;1;3;1;1;2;1;4;2;2;2;2;2;3;4;3;3;4;4;4;3;4;4;3;4;1;2;2;4;3;3;4;4;2;4;2;1;1;1;4;1;1;4;4;1;1;1;4;4;4;4;4;4;4;2;4;1;4;1;2;4;4;4;2;4;1;4;2;4;2;4;2;4;2;4;4;2;4;3;4;2;1;2;4;1;1;1;2;1;2;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;3;4;2;4;1;4;4;4;4;4;4;4;4;4;2;2;1;2;2;4;4;4;1;4;4;1;4;5;2;2;1;4;4;2;5;4;2;3;3;1;2;3;3;5;2;3;8;2;2;;;;;;;35;;2;6;15;1;1;2;90;14,7;t;0,5228;2;3;2;3;1;5
60000048;3;8;2;3;4;3;2;3;1;1;2;2;1;8;3;2;6;5;6;6;6;6;2;6;6;2;2;2;1;1;2;2;2;2;1;2;1;4;4;97;6;3;6;3;97;3;97;8;97;3;97;3;3;7;3;1;2;2;2;3;3;4;3;3;3;2;2;2;2;3;2;1;1;3;3;2;2;3;1;2;2;2;3;2;3;4;4;4;4;3;1;3;3;2;2;3;3;4;4;4;2;4;3;3;4;2;3;3;4;1;2;4;3;3;4;3;4;4;4;3;4;4;4;4;4;2;3;4;4;4;1;2;3;2;3;4;3;3;4;3;4;4;2;4;3;3;2;4;2;2;2;3;3;2;2;3;3;2;2;3;2;2;2;2;2;2;2;3;3;3;2;3;3;2;3;2;3;2;2;3;2;2;2;2;2;2;3;2;2;2;1;2;2;4;4;1;1;3;3;1;2;4;3;4;3;4;4;4;3;4;4;3;2;3;3;1;4;8;2;6;2;4;4;;;;;;;47;;2;8;2;1;1;1;15;24,8;c;0,6626;6;4;1;4;1;1
60000049;4;9;3;4;4;2;2;1;1;1;2;2;1;2;6;5;6;6;6;6;5;6;3;2;6;2;1;2;1;2;1;2;2;2;2;2;2;10;6;97;8;10;7;8;97;3;5;97;8;2;5;3;8;7;3;4;4;4;4;4;4;4;4;4;3;4;4;4;2;4;2;4;2;4;4;2;2;3;2;2;4;4;2;4;4;2;5;4;4;4;4;4;4;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;1;4;1;4;4;4;4;4;3;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;2;4;3;2;4;4;4;2;4;2;4;1;4;4;4;4;4;4;4;4;4;2;2;1;2;2;3;4;4;1;3;4;1;1;5;1;1;1;1;1;1;1;1;1;4;4;2;3;2;4;8;2;1;5;4;3;2;1;1;0;0;2;22;;1;3;6;6;1;1;11;12,7;p;0,4977;6;1;1;1;4;4
60000050;3;2;4;2;1;3;3;1;1;1;2;2;1;2;5;5;2;1;6;6;1;1;1;6;5;1;1;1;1;2;2;2;2;1;1;2;1;4;10;3;10;2;10;10;97;97;10;9;97;10;10;8;10;7;3;4;2;3;4;2;4;4;2;4;2;3;4;4;3;4;4;1;1;4;1;2;2;3;2;4;4;3;2;2;4;4;4;4;4;3;3;3;2;4;3;4;4;3;4;3;3;4;3;4;4;2;3;4;4;4;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;4;1;3;4;3;4;1;4;4;4;4;2;2;2;3;3;2;4;3;2;2;1;1;4;4;4;4;4;3;4;3;2;4;2;4;4;4;4;4;4;4;4;4;1;1;2;4;4;4;1;4;3;2;3;3;1;2;2;2;2;1;2;4;4;1;1;4;1;1;5;1;5;1;3;1;5;1;5;5;3;3;4;3;3;2;3;1;3;4;5;2;1;1;1;1;1;1;41;;2;8;9;1;1;2;7;18,6;c;0,3238;2;4;2;3;1;4
60000051;1;1;4;4;4;1;1;1;1;2;2;2;1;2;6;6;6;6;6;6;6;6;3;2;6;2;2;2;1;2;1;2;2;1;1;2;1;97;2;4;5;5;2;3;97;97;97;97;2;2;8;2;3;7;3;4;4;3;3;4;4;4;4;3;3;2;2;2;2;2;2;4;4;3;4;1;1;3;3;1;3;3;1;1;4;4;4;3;4;3;4;4;1;3;3;2;4;4;3;4;4;3;1;3;3;2;2;3;2;4;4;2;4;3;4;2;3;3;3;4;4;4;4;4;4;3;4;4;4;3;1;3;1;3;3;4;4;4;2;4;4;4;4;4;4;3;4;3;3;4;4;4;3;3;2;3;4;4;4;4;4;4;4;3;4;2;4;4;4;4;3;4;3;4;3;4;2;2;1;4;3;4;4;4;4;3;4;4;2;3;1;2;2;2;4;4;1;2;4;1;1;3;2;5;4;5;5;3;5;4;5;4;3;1;3;1;4;9;1;1;1;4;4;2;2;;;;;20;;1;3;7;5;1;1;96;14,5;c;1,9839;1;1;1;1;3;5
60000052;2;4;2;5;5;1;1;1;2;2;2;2;2;2;4;4;4;4;4;4;4;4;2;3;5;1;1;2;1;2;1;2;2;2;1;2;1;97;3;97;5;10;4;5;97;97;97;97;5;2;5;2;5;7;3;4;3;4;4;4;3;2;2;4;1;2;3;2;3;3;2;3;3;4;4;2;2;2;2;1;4;1;2;4;4;4;4;3;4;2;2;4;2;2;2;3;3;4;3;3;3;4;4;2;4;3;4;4;2;4;4;2;1;2;4;4;4;2;4;3;4;4;3;4;4;3;4;1;4;4;1;2;1;2;4;4;4;4;4;2;4;4;2;2;4;4;4;4;2;2;4;1;1;1;2;4;2;4;4;4;4;4;4;2;4;2;3;3;3;2;3;3;1;3;3;4;1;4;1;4;4;3;4;4;3;4;4;4;2;3;2;1;2;1;2;4;1;4;4;2;2;4;1;4;1;4;4;1;4;1;2;4;4;3;3;3;3;5;1;1;2;2;2;1;1;;;;;23;;1;6;12;5;2;1;21;21,4;p;1,6735;3;3;1;1;3;4
60000053;3;1;3;4;4;2;2;2;1;2;2;2;1;1;1;6;3;6;5;6;3;6;3;1;6;1;2;1;1;1;1;2;2;2;1;2;1;10;6;10;5;10;8;4;97;97;97;10;10;7;10;2;4;7;2;3;3;3;3;2;3;1;1;3;2;1;1;1;1;1;1;1;1;1;2;1;1;1;3;1;2;3;1;2;1;1;4;3;3;2;3;4;1;1;3;1;3;3;3;1;2;2;1;2;1;1;1;2;1;4;4;1;3;1;4;4;1;3;3;4;4;4;4;4;4;3;2;4;4;2;-1;3;1;4;2;4;3;4;1;2;4;4;4;2;1;1;3;4;1;2;2;2;2;2;4;2;4;2;1;3;1;1;4;4;4;2;1;2;3;2;2;4;1;4;4;4;1;1;1;4;4;4;4;4;4;4;4;4;1;2;1;2;2;4;1;4;1;3;1;2;1;2;2;1;1;1;1;1;2;1;1;4;3;2;1;1;4;9;1;3;6;3;3;2;1;;;;;54;;3;5;4;1;1;1;97;18,4;p;0,5947;1;2;1;3;1;4
60000054;3;4;4;6;7;3;3;1;1;2;2;2;1;1;2;3;4;6;6;6;4;5;5;6;5;1;2;1;1;2;2;2;2;2;2;2;1;10;97;4;8;10;5;6;97;4;97;10;97;2;8;4;5;7;3;3;3;3;2;3;4;2;3;2;3;3;3;1;2;2;1;1;1;1;2;2;2;3;2;1;3;1;2;1;4;4;5;3;3;3;3;3;2;3;3;2;4;4;4;4;2;4;2;2;4;2;3;2;1;4;4;3;3;1;4;4;3;3;4;2;4;3;4;4;4;4;3;3;4;3;1;3;1;4;2;4;4;4;3;4;3;4;4;3;3;2;4;4;3;3;4;4;2;3;2;3;4;4;4;3;2;3;3;3;4;2;4;3;3;3;4;4;1;3;3;4;1;4;1;4;3;4;4;4;4;4;4;4;2;3;1;2;2;4;4;3;3;4;4;2;4;5;2;1;1;4;4;1;3;1;2;2;3;3;3;1;4;9;1;1;2;2;2;0;2;0;0;0;2;54;;3;7;6;1;;2;;19,8;c;0,2933;3;3;2;1;1;
60000055;2;1;4;6;6;3;3;2;2;2;2;2;1;1;4;2;4;6;2;4;5;2;1;1;5;2;1;2;1;2;1;1;2;1;1;2;1;10;2;97;4;9;6;3;97;4;97;5;6;1;4;5;5;97;3;4;2;2;2;2;3;3;2;3;2;3;3;3;2;3;2;2;2;2;3;1;2;1;1;1;4;2;2;2;4;4;4;2;3;4;3;2;1;3;3;1;2;2;2;2;2;2;2;1;1;3;2;2;1;4;3;1;1;1;2;1;1;1;3;1;1;2;2;4;2;1;3;1;2;2;1;3;1;3;2;2;1;2;1;2;1;1;1;1;1;2;2;2;2;2;3;1;2;2;2;2;3;1;1;3;1;2;2;1;3;2;1;1;2;2;1;2;1;1;2;4;1;4;1;4;4;4;4;4;4;3;4;4;2;3;1;2;1;2;1;3;1;1;1;1;1;2;2;2;1;3;4;1;3;2;5;3;1;4;1;1;3;5;2;1;2;1;1;0;1;;;;;20;;1;3;1;5;1;2;90;16,5;p;1,4845;1;1;2;1;3;5
60000056;3;4;2;4;4;3;3;1;1;2;1;2;1;1;5;5;4;5;4;5;3;6;5;3;4;1;1;1;1;1;2;2;2;1;1;1;1;97;3;97;5;3;3;3;97;97;9;10;2;2;7;3;9;7;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;4;1;1;2;2;2;4;3;2;1;4;4;4;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;3;1;4;1;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;2;3;4;2;2;2;2;2;2;4;4;4;1;4;4;4;1;5;4;5;4;5;5;4;5;4;5;2;2;2;2;3;4;9;1;3;6;6;5;;;0;1;0;1;47;;2;3;7;1;2;2;11;13,4;c;0,7537;3;1;2;3;1;4
60000057;2;2;2;4;4;4;3;1;1;1;1;2;1;1;2;1;2;6;2;3;2;2;1;6;6;-1;1;-1;1;1;-1;-1;-1;-1;-1;-1;-1;97;2;9;8;10;5;2;10;3;97;10;10;1;9;1;2;97;4;4;4;4;4;4;4;4;4;4;4;2;1;1;1;3;1;4;4;4;4;1;1;1;3;1;1;4;1;2;4;4;4;4;4;4;2;4;2;2;2;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;-1;4;4;4;4;1;3;1;4;4;4;4;4;4;1;4;4;1;4;4;4;4;4;4;4;4;4;3;1;2;4;4;4;4;4;4;4;4;3;4;2;4;4;4;1;4;4;2;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;2;2;2;2;2;4;-1;2;1;2;4;2;1;4;4;1;1;4;4;4;4;4;4;4;3;1;1;1;1;2;1;3;1;1;1;1;0;;;;;43;;2;7;14;4;1;1;2;18,7;p;1,6177;2;3;1;3;3;2
60000059;3;7;5;2;4;1;1;1;1;2;2;2;8;2;6;6;4;2;5;6;2;4;2;6;6;1;2;1;1;2;2;2;2;2;1;2;2;97;10;97;5;3;97;10;97;97;97;97;97;8;97;4;8;7;4;4;3;2;4;3;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;1;1;2;3;2;4;3;2;2;4;4;4;4;4;2;4;3;3;3;2;4;4;4;4;4;4;4;2;2;3;3;3;4;3;4;3;2;4;3;4;4;2;4;4;4;4;4;4;3;4;4;4;4;4;4;1;1;4;1;4;4;4;4;3;4;4;4;4;4;4;3;4;4;3;3;4;4;2;2;2;2;3;3;3;3;3;3;3;3;3;2;3;3;3;2;3;3;3;2;3;1;1;2;4;2;2;2;2;1;1;3;2;1;2;2;1;2;2;3;3;2;2;2;2;2;2;3;2;3;3;3;3;3;3;3;3;3;3;2;2;5;2;4;1;3;1;4;4;;;;;;;53;;3;5;13;1;1;1;2;20;c;1,0541;5;2;1;3;1;2
60000060;1;1;5;2;3;1;1;1;1;2;2;2;1;1;6;6;6;6;6;6;6;3;1;4;6;2;2;2;1;2;1;2;2;2;1;2;1;3;10;3;5;4;10;10;97;10;10;10;10;10;5;10;10;7;3;3;3;2;2;3;3;4;4;4;4;4;4;4;4;4;4;4;4;2;3;1;1;1;3;2;2;3;2;2;4;4;4;4;4;4;4;4;4;3;1;4;4;4;4;3;4;4;1;1;4;1;4;1;1;2;3;2;2;4;4;4;4;4;4;4;4;3;3;4;4;1;3;4;4;3;1;1;2;2;3;4;4;4;4;2;4;4;2;4;3;3;3;4;4;4;3;3;2;2;4;2;3;4;4;4;4;4;4;4;4;2;4;1;3;4;2;2;4;3;1;1;1;1;2;2;1;3;3;3;2;2;4;2;1;1;2;2;2;3;3;3;1;3;4;2;2;2;1;4;4;2;1;3;1;4;4;4;4;1;1;1;2;4;1;3;1;4;2;;;0;1;1;1;34;;2;6;12;1;1;1;95;17,6;c;0,3561;1;3;1;3;1;5
60000061;2;2;3;2;3;1;1;1;2;2;2;2;1;1;6;4;5;1;3;4;2;2;2;4;6;1;1;1;1;2;2;2;2;2;1;2;1;7;6;6;8;6;8;8;97;7;8;9;6;6;7;3;7;7;4;4;4;3;4;2;4;4;3;4;3;3;3;3;3;3;4;4;4;3;3;2;2;3;2;3;4;3;2;2;4;4;5;4;4;4;4;3;3;3;4;4;3;4;3;3;3;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;3;3;4;4;3;1;2;1;2;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;4;4;3;2;2;2;3;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;4;3;3;3;3;4;2;3;3;2;2;2;3;3;2;3;2;2;2;4;4;4;1;3;4;1;1;4;3;4;4;3;3;4;3;4;4;3;3;2;3;1;1;2;2;1;1;1;1;1;0;;;;;52;;3;8;13;1;1;1;2;19;c;0,3154;2;4;1;1;1;2
60000062;3;5;3;2;4;2;2;2;1;1;1;1;1;1;5;2;3;3;5;5;2;2;2;1;6;1;2;1;1;2;2;2;2;2;2;2;1;2;10;1;5;4;9;10;5;5;10;10;5;8;10;4;7;7;4;4;4;4;4;3;4;4;3;2;4;4;4;4;4;4;4;2;3;3;2;2;1;1;2;2;3;2;2;2;4;4;4;4;3;3;2;4;3;2;1;4;3;4;4;4;4;4;3;4;4;3;4;3;4;4;3;4;3;3;3;4;2;3;4;3;4;4;2;3;4;1;4;4;4;4;1;2;2;2;4;4;4;4;3;4;4;4;3;3;3;3;4;4;3;4;4;3;3;2;3;2;3;2;2;3;3;3;4;2;3;2;3;2;3;3;3;4;4;3;4;1;2;3;4;2;1;1;2;2;2;2;3;1;2;3;1;2;1;3;4;2;2;3;4;2;2;4;2;4;4;3;2;4;2;4;4;2;4;2;1;3;1;1;2;1;1;1;1;1;0;;;;;36;;2;7;5;1;1;1;15;15,8;p;0,6178;4;3;1;1;1;1
60000064;1;2;4;6;7;3;3;2;1;2;2;2;1;2;2;2;6;6;1;6;6;6;1;2;6;2;2;1;1;2;2;2;2;1;1;2;1;10;2;10;6;10;5;2;97;97;97;10;97;5;10;2;5;7;4;4;4;3;4;4;4;3;3;3;3;2;2;2;3;2;2;4;4;4;4;1;1;3;2;2;2;3;2;2;4;4;4;3;4;4;4;4;3;4;4;3;4;4;4;4;3;4;3;3;3;3;3;3;3;4;4;3;3;3;4;1;3;2;3;3;4;4;4;4;4;3;4;3;4;4;1;3;2;3;3;4;3;4;3;4;3;4;4;3;3;4;3;4;3;3;3;3;3;3;2;2;3;4;4;4;4;4;4;4;4;2;3;3;3;3;3;3;2;3;3;4;3;4;3;4;2;4;4;3;3;4;3;4;2;3;2;2;2;4;2;4;2;4;4;2;2;5;2;1;2;4;4;2;4;1;3;3;3;2;3;1;4;9;1;1;3;1;1;1;0;;;;;60;;3;8;7;1;1;1;7;20,5;c;0,5206;2;4;1;1;1;4
60000065;4;8;3;6;7;3;2;1;2;2;2;2;2;2;1;1;6;6;1;1;6;6;1;6;6;2;2;1;1;2;2;2;2;1;1;2;1;8;2;97;4;8;4;3;97;3;97;10;97;1;10;3;3;7;4;3;3;3;3;3;3;3;1;3;1;1;1;1;1;1;1;1;1;1;3;2;2;2;2;2;3;2;2;2;3;3;4;3;3;3;2;2;2;2;2;2;2;3;3;2;4;4;1;1;3;2;2;3;1;4;4;1;3;1;4;4;4;3;4;1;4;4;3;3;4;3;4;4;4;3;1;3;1;4;2;1;1;3;1;4;1;1;2;1;1;2;3;3;1;2;3;1;2;2;2;3;4;3;3;3;3;3;3;3;3;2;3;3;3;2;3;3;2;3;3;3;1;4;1;4;4;4;4;4;4;4;4;4;2;2;2;2;2;4;4;4;4;3;4;1;4;1;1;1;1;2;4;1;1;1;1;4;3;1;2;5;1;1;1;3;6;2;2;;;;;;;63;;3;6;7;1;1;2;15;21;c;0,4091;6;3;2;3;1;1
60000066;3;7;4;3;4;2;2;2;1;2;1;2;1;1;1;4;1;4;4;4;2;4;1;4;3;1;2;1;1;2;2;2;2;2;1;2;1;5;2;5;7;3;3;2;5;6;5;10;3;2;5;3;2;7;3;4;3;3;3;3;3;3;3;4;2;2;3;2;2;2;3;2;3;3;3;2;1;3;2;3;3;2;3;1;2;4;4;3;4;3;4;4;2;4;3;3;3;4;4;3;4;3;2;3;3;2;2;3;3;3;3;3;3;3;4;4;3;3;3;4;2;3;4;4;4;3;3;3;4;4;1;3;3;4;3;2;3;3;3;2;3;3;4;3;3;2;3;4;2;2;2;2;3;2;2;2;4;2;4;2;2;4;2;3;3;2;2;2;3;3;2;4;2;3;2;2;2;2;2;3;2;3;3;4;2;3;3;3;1;1;1;1;2;2;3;2;1;2;1;2;1;4;3;4;4;3;4;4;4;4;4;4;4;2;3;5;4;8;2;3;5;2;2;;;;;;;49;;2;6;6;7;2;2;90;16,2;p;1,8384;5;3;2;3;4;5
60000067;4;8;1;4;1;3;2;3;1;2;1;2;1;2;3;4;5;6;6;6;5;6;4;6;6;1;1;2;1;1;1;2;2;2;1;2;1;97;10;97;5;3;97;4;97;97;97;10;97;2;7;1;2;7;4;3;4;4;4;4;4;4;3;4;4;1;1;1;1;1;1;4;4;4;4;1;1;1;3;2;4;4;2;2;2;1;3;1;4;4;1;1;1;1;1;2;4;3;3;4;3;4;1;3;2;2;3;2;2;2;1;3;1;3;1;4;1;1;4;3;4;1;4;4;3;2;4;2;4;2;1;1;4;1;4;3;3;4;2;4;1;4;3;2;2;2;2;3;2;1;3;1;1;1;2;3;1;4;4;4;3;3;2;2;4;2;4;3;1;2;1;4;4;4;4;1;2;2;4;1;1;1;1;3;1;2;1;1;1;3;1;1;2;2;1;1;1;1;3;3;4;3;1;2;2;5;4;2;1;5;2;4;2;3;1;3;3;6;1;3;7;2;2;;;;;;;60;;3;3;6;1;1;2;1;30,5;p;1,3467;6;1;2;3;1;1
60000068;3;2;4;3;3;1;1;1;1;2;2;2;1;1;3;2;4;3;3;4;4;4;1;4;5;1;1;2;1;1;2;2;2;1;1;2;1;97;7;3;5;4;5;8;97;97;97;9;5;3;3;2;3;7;4;4;4;4;4;4;4;3;2;3;2;2;3;2;2;3;4;3;3;2;3;2;2;2;2;2;3;3;3;2;4;4;4;4;4;3;4;4;2;3;3;3;4;3;3;4;4;4;4;4;4;3;3;4;4;4;4;3;3;3;4;4;4;4;4;4;4;3;4;4;4;4;2;4;4;4;1;3;1;2;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;3;3;3;2;3;3;4;4;4;4;4;4;4;4;2;4;3;3;3;4;4;4;4;4;4;3;3;4;3;3;4;4;2;2;2;4;4;2;2;1;2;2;4;4;3;2;4;4;3;3;5;3;4;4;4;4;5;4;4;4;4;3;1;2;2;2;4;1;3;1;2;2;1;1;;;;;51;;3;6;13;1;1;1;96;20,2;c;0,5494;2;3;1;3;1;5
