CASEID;TM_START;TM_FINIS;DURATION;WEIGHT;RELPREF;DENOM;ID_MAINL;ID_RELRI;ID_THEOL;ID_EVANG;ID_THEOC;ID_CHARI;ID_BIBLE;ID_BORNA;ID_PENTE;ID_SEEKE;ID_FUNDA;ID_SPIRI;ID_SECUL;ID_IRREL;ID_RELIG;ID_ATHEI;ID_REFUS;HOWRELIG;ATTENDAN;PASTATTE;BIBLE;HUMANORI;ATLANTIS;POSTHINK;FORTUNET;ASTROLOG;HAUNTING;DREAMS;UFOS;BIGFOOT;SATAN_EV;HOROSCOP;PSYCHIC;HAUNTED;OUIJA;HAD_DREA;SAW_UFO;POLPREF;POLAFFIL;CANTRUST;SATIS_LI;SATIS_FI;SATIS_HE;DECISION;GAS_STRA;GAS_HELP;TRUST_PO;SAFE_HOU;SAFE_NET;SAFE_WAL;SAFE_NGB;SAFE_CIT;SAFE_WOR;WATCH_TA;WATCH_CO;WATCH_TR;WATCH_CR;WAVE_TV;WORRY_OL;WORRY_MO;WORRY_UN;WORRY_IL;WORRY_DE;OWNGUNS;SCI_SEAS;SCI_BULL;SCI_LIGH;SCI_SUN;SCI_VACC;YOUTH_RE;YOUTH_VI;YOUTH_FI;YOUTH_HA;YOUTH_DR;YOUTH_PR;YOUTH_SE;NET_GOVT;NET_CORP;NET_BULL;NET_IDEN;NET_SEXP;ENVIRONM;CLIMATEC;ENV_AIRP;ENV_DRIN;ENV_RIVR;ENV_PIPE;ENV_SOIL;ENV_RAIN;ENV_WARM;ENV_OILS;ENV_EXTI;ENV_SPRA;ENV_RUNO;DISAS_QU;DISAS_TO;DISAS_FL;DISAS_AS;DISAS_VO;DISAS_EM;DISAS_PO;DISAS_TE;DISAS_NU;DISAS_ME;DISAS_CO;DISAS_PA;DISAS_UN;DISAS_DE;DISAS_WA;GOVT_DRO;GOVT_OBA;GOVT_COR;GOVT_GUN;SURVIVAL;SUPPLIES;EVACUATI;FUTURE_C;FUTURE_S;FUTURE_O;FUTURE_T;FUTURE_A;GAY_TV;GAY_TEAC;GAY_MARR;GAY_SCHO;GAY_COAC;GAY_POLI;GAY_POLT;GAY_SOLD;GAY_RELL;IMM_CRIM;IMM_ASSI;IMM_DRAI;IMM_DISE;IMM_RAID;IMM_DEPO;IMM_PATH;THERM_AT;THERM_CD;THERM_CI;THERM_DE;THERM_DH;THERM_EP;THERM_FB;THERM_FD;THERM_FE;THERM_IR;THERM_NS;THERM_MS;THERM_AS;THER_ATH;THERM_BL;THERM_CA;THERM_WH;THERM_EV;THER_FEM;THERM_HI;THERM_HO;THERM_IM;THERM_JE;THERM_MU;THERM_PR;FEAR_MUG;FEAR;FEAR_STA;FEAR_MUR;FEAR_BRU;FEAR_RAP;FEAR_HAT;FEAR_SHO;COMP_ABD;COMP_GAN;COMP_TRA;COMP_RIO;COMP_PED;COMP_SCH;COMP_SER;COMP_RAP;CRIM_JUS;CRIM_EMP;CRIM_MOR;CRIM_EVI;CRIM_MED;CRIM_MEN;CRIM_BIA;PUN_SENT;PUN_DEAT;PUN_APPE;PUN_STRI;PUN_CAST;PUN_PRIV;PHOB_BLO;PHOB_ANI;PHOB_CLO;PHOB_DRO;PHOB_FLY;PHOB_GHO;PHOB_HEI;PHOB_SPE;PHOB_CLA;PHOB_STR;PHOB_DAR;PHOB_ZOM;PPAGE;PPAGECAT;PPAGECT4;PPEDUC;PPEDUCAT;PPETHM;PPGENDER;PPHHHEAD;PPHHSIZE;PPHOUSE;PPINCIMP;PPMARIT;PPMSACAT;PPREG4;PPREG9;PPRENT;PPSTATEN;PPT01;PPT25;PPT612;PPT1317;PPT18OV;PPWORK;PPNET;I_RELIGION;I_AGE;I_EDUC;I_RACE;I_GENDER;I_FINCOME;I_MARITAL;I_REGION
844;4/17/2014;4/17/2014;20;0,711;9;Mormon;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;4;7;7;3;1;2;2;3;2;2;2;2;3;2;2;2;2;2;1;2;4;4;3;2;2;2;2;3;3;2;1;3;3;2;2;2;3;3;3;3;2;2;3;3;2;3;1;2;2;3;2;3;2;2;2;2;2;2;2;3;3;4;3;4;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;4;3;3;3;3;3;3;3;3;3;3;2;2;3;3;2;3;2;3;2;3;2;2;3;2;2;2;2;2;2;2;3;2;2;3;2;2;3;50;65;50;65;50;65;51;65;47;50;60;50;58;50;61;62;60;71;51;60;50;51;58;50;50;3;3;3;3;3;3;3;3;4;3;3;4;3;2;3;3;3;3;2;2;3;2;3;3;3;2;3;3;3;4;2;4;2;3;3;3;3;2;3;3;3;65;6;4;9;2;1;2;1;2;1;13;1;1;3;5;1;59;0;0;0;0;2;5;1;4;4;2;1;2;4;1;3
845;4/17/2014;4/17/2014;37;3,3644;1;presbyterian;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;4;8;7;1;1;1;1;2;3;1;1;2;1;1;2;2;2;2;1;2;5;4;1;2;4;1;2;4;4;1;1;3;3;2;1;1;4;4;3;3;2;2;1;3;1;2;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;2;2;1;3;3;3;1;1;1;1;2;1;3;1;1;3;3;1;1;1;1;1;1;1;1;1;3;2;3;1;2;1;1;4;2;1;1;4;4;4;4;4;4;2;1;2;3;3;1;3;70;90;100;100;100;90;100;96;90;100;100;90;50;50;75;60;60;89;50;60;5;55;55;40;50;1;1;1;1;1;1;2;1;2;2;2;1;2;4;4;3;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;2;1;4;2;3;3;4;3;4;3;28;2;1;9;2;2;1;0;6;1;8;5;1;3;7;1;73;1;2;0;0;3;1;1;1;1;2;2;1;2;3;3
846;4/17/2014;4/17/2014;20;0,3762;1;Methodist;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;7;4;3;2;2;3;3;2;2;2;3;3;1;2;1;2;1;1;6;6;1;2;3;2;2;2;2;2;1;1;2;1;2;1;3;3;3;3;2;4;3;3;4;4;1;4;2;2;4;3;1;1;2;2;2;3;3;4;4;4;3;4;3;2;3;3;3;4;4;3;3;4;4;3;4;3;3;3;4;4;3;2;3;3;3;2;4;4;4;4;3;4;2;4;4;2;4;3;3;3;3;4;1;4;4;1;1;1;1;1;1;4;3;2;3;4;3;3;50;75;50;47;50;50;49;45;49;50;50;51;100;100;100;97;100;82;100;100;100;95;100;100;94;4;3;4;4;4;3;4;4;3;4;2;3;2;2;3;2;3;3;3;2;3;3;2;3;3;3;3;3;2;4;3;3;4;4;3;3;4;3;4;4;4;40;3;2;12;4;1;2;1;4;2;14;1;1;1;2;1;23;0;1;1;0;2;1;1;1;2;4;1;2;4;1;1
847;4/17/2014;4/17/2014;20;1,1003;1;presbyterian;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;7;3;2;2;3;3;3;3;3;2;3;4;2;2;2;2;2;2;4;3;3;2;2;2;3;2;2;2;1;2;2;2;3;2;;5;4;2;1;3;2;2;2;3;4;3;3;3;3;3;2;2;3;3;3;2;2;1;;4;3;4;2;2;2;1;1;2;2;2;2;2;3;2;3;3;3;3;4;3;4;4;3;3;4;3;4;4;2;2;1;1;1;1;3;2;3;2;3;2;3;3;2;2;1;2;2;2;2;2;2;3;1;2;1;2;2;2;25;50;15;15;10;15;15;15;40;25;1;10;60;60;75;100;100;50;25;80;60;50;90;75;50;4;3;4;4;3;4;4;;2;3;3;4;2;2;3;3;1;2;2;3;2;2;2;3;3;2;2;2;2;4;4;4;4;3;4;3;3;3;4;3;4;59;5;3;10;3;1;1;1;2;1;14;1;1;3;6;1;62;0;0;0;0;2;1;1;1;3;3;1;1;4;1;3
848;4/17/2014;4/17/2014;14;0,8231;2;roman catholic;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;5;3;2;1;1;2;3;2;2;2;2;2;2;2;2;2;2;2;4;6;1;2;3;3;3;2;2;2;1;2;3;1;1;1;5;5;5;5;1;4;3;4;2;3;1;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;4;4;4;;4;3;3;2;3;3;3;3;3;3;3;3;3;3;3;5;1;4;1;1;1;1;2;1;4;2;2;2;2;2;2;2;3;2;2;3;2;3;2;50;50;75;75;75;50;75;50;25;15;25;15;75;50;50;75;100;0;0;100;50;75;75;25;25;4;4;4;4;4;4;4;4;1;3;1;3;1;1;3;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;3;4;4;1;4;4;4;4;4;4;4;79;7;4;9;2;1;1;0;3;1;16;2;1;4;8;1;85;0;0;0;0;3;5;1;2;4;2;1;1;5;2;4
849;4/17/2014;4/17/2014;43;0,7422;1;Baptist churches;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;4;4;4;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;4;3;2;3;2;2;4;3;3;1;4;4;3;3;3;3;4;2;3;4;3;1;3;3;4;1;2;3;2;3;3;2;2;2;2;2;2;2;1;1;2;4;4;1;4;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;1;2;4;2;3;3;3;3;3;3;3;2;3;2;2;2;3;3;3;3;2;3;3;3;10;7;24;12;9;14;70;51;42;24;26;26;51;49;100;84;90;50;51;50;86;49;51;49;50;3;3;3;2;2;2;2;2;3;2;3;3;3;3;4;4;1;1;1;1;1;2;1;3;3;3;3;2;2;3;1;4;1;3;3;3;3;4;3;3;1;36;3;2;9;2;2;2;1;4;2;1;5;1;1;2;2;23;0;0;2;1;1;1;0;1;2;2;2;2;1;3;1
850;4/17/2014;4/19/2014;3025;1,59;1;American Baptist;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3;2;;4;3;3;1;3;2;1;1;3;3;2;1;2;2;2;1;2;4;6;2;2;3;2;3;4;4;3;1;2;;2;2;3;3;3;3;1;2;3;1;3;3;3;1;1;2;2;3;3;1;1;1;1;1;1;1;1;1;4;1;4;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;2;2;6;1;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;1;1;2;2;2;1;1;58;81;40;56;41;74;51;78;52;38;31;41;13;15;78;39;32;28;40;20;58;15;24;18;25;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;3;1;2;2;2;2;1;4;4;3;4;3;4;1;1;1;1;32;2;2;12;4;2;2;1;2;3;8;5;1;4;8;2;86;0;1;0;0;1;1;1;1;2;4;2;2;2;3;4
851;4/17/2014;4/17/2014;24;1,2442;10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;2;3;4;3;4;4;2;3;4;4;2;2;2;2;2;2;2;5;5;3;3;4;3;2;3;3;1;2;2;3;2;3;2;5;5;5;5;4;4;3;3;3;4;1;1;1;1;2;4;2;2;2;4;2;2;2;3;3;4;3;4;3;1;3;2;2;2;2;3;2;2;3;2;3;3;3;3;4;4;4;4;3;4;4;3;3;4;4;3;4;4;1;4;1;2;4;2;3;1;4;4;2;4;4;1;1;1;1;1;1;2;2;2;3;1;1;1;90;90;85;75;85;83;93;88;36;13;21;47;100;47;100;100;100;48;100;100;100;47;100;100;26;3;4;3;4;4;3;4;4;3;2;3;3;3;1;3;3;2;1;2;2;4;4;3;4;1;1;1;2;1;4;3;4;4;4;4;4;4;4;3;3;4;25;2;1;11;3;1;2;1;3;3;7;6;1;3;5;2;59;0;0;0;1;2;1;0;5;1;3;1;2;2;4;3
852;4/17/2014;4/17/2014;17;0,8197;2;Roman Catholic;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;7;7;2;3;3;2;3;3;2;2;2;2;2;2;2;2;2;2;2;6;7;1;4;4;4;3;2;2;2;1;2;2;1;1;2;4;4;3;3;1;4;4;3;3;4;1;2;2;2;2;2;2;2;3;3;2;2;1;2;2;2;1;2;3;1;2;2;3;1;3;2;1;3;2;3;3;1;2;3;4;3;3;1;1;2;1;1;1;2;3;3;4;3;2;2;4;2;3;3;3;2;2;3;1;4;3;1;1;1;1;1;1;3;3;4;4;3;4;3;24;72;36;81;87;84;70;90;51;8;29;52;84;35;43;66;64;74;57;76;88;69;59;63;43;3;2;1;1;2;3;3;2;3;2;1;2;3;1;3;2;2;2;1;2;3;2;3;2;2;3;2;3;2;4;3;4;4;4;4;4;4;4;4;4;3;39;3;2;12;4;3;1;1;4;1;19;5;1;4;9;1;93;0;0;0;0;4;1;1;2;2;4;3;1;5;3;4
853;4/17/2014;4/17/2014;20;1,9815;9;Mormon;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;3;8;3;3;2;2;3;3;3;2;2;3;3;2;2;2;2;2;1;2;2;3;2;3;2;3;2;2;2;1;2;1;1;1;1;4;3;3;3;2;3;3;3;3;4;1;4;2;2;4;3;2;2;2;2;2;2;2;2;3;4;3;4;2;2;3;2;3;3;3;2;4;3;4;4;2;3;4;4;2;4;3;4;2;4;4;3;2;3;4;4;3;1;2;4;4;1;4;3;4;3;3;3;1;3;3;1;1;1;1;1;1;3;2;2;1;2;2;2;25;70;60;60;25;25;50;50;60;50;40;25;75;75;75;70;70;80;50;80;75;50;75;50;70;4;3;4;4;2;4;4;3;3;2;2;3;3;3;3;3;3;3;2;2;2;2;3;3;3;2;3;2;3;4;4;4;4;4;4;4;3;4;4;4;4;56;5;3;10;3;4;1;1;2;2;15;1;1;4;8;1;86;0;0;0;0;2;1;1;4;3;3;4;1;4;1;4
854;4/17/2014;4/17/2014;142;2,1295;10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;1;1;5;2;1;2;3;2;4;2;3;2;4;1;1;2;2;2;1;4;4;3;2;3;2;3;3;3;3;1;3;1;1;1;1;2;1;3;2;1;3;1;3;4;4;1;1;2;1;1;4;1;1;1;1;1;2;1;3;2;4;2;4;3;1;2;2;2;2;2;2;2;2;2;2;2;3;1;2;4;3;4;3;4;4;4;1;4;3;2;3;3;3;1;3;3;2;4;2;3;2;3;3;3;4;3;2;2;2;2;2;3;4;4;4;4;4;4;4;3;3;5;3;4;3;3;3;3;2;3;4;98;98;99;98;97;94;97;98;96;97;98;98;96;4;3;4;4;3;4;3;4;2;4;3;4;1;3;4;2;1;2;2;3;3;3;2;1;2;1;2;1;2;2;2;4;4;4;4;3;3;3;4;4;3;34;2;2;10;3;2;1;1;2;4;12;1;1;3;5;1;59;0;0;0;0;2;1;1;5;2;3;2;1;3;1;3
855;4/17/2014;4/17/2014;20;0,5517;1;Disciples of Christ;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;3;7;6;2;3;3;2;3;3;2;2;3;3;2;1;2;2;2;1;2;4;4;1;1;2;1;3;3;3;2;2;3;3;2;3;2;4;4;5;5;4;3;3;4;3;4;1;2;2;2;3;3;2;2;2;2;3;3;2;4;4;4;3;4;1;1;3;2;2;2;2;3;3;3;3;2;2;3;4;3;4;4;4;4;4;3;4;3;3;3;4;3;4;3;3;4;3;1;3;3;2;2;2;;2;3;2;2;2;2;2;2;;3;3;3;3;3;3;3;27;81;34;50;46;54;28;38;60;41;40;51;74;51;75;74;77;77;71;74;54;57;65;67;56;3;2;3;4;4;3;3;4;2;3;2;4;1;2;3;1;2;2;2;2;2;1;3;3;3;2;3;3;3;4;3;4;2;3;4;3;3;3;3;4;4;62;5;4;13;4;1;2;1;2;1;16;1;1;4;9;1;92;0;0;0;0;2;1;1;1;4;4;1;2;5;1;4
856;4/17/2014;4/17/2014;17;0,4536;1;Lutheran;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;7;2;1;3;2;3;4;3;2;3;3;2;2;2;2;2;2;2;4;4;3;2;2;2;2;3;2;2;1;2;2;2;2;2;1;3;3;2;1;4;3;4;4;4;1;2;3;3;2;3;2;2;3;2;3;2;2;3;3;4;2;4;3;4;3;3;2;3;3;3;3;3;4;3;4;3;3;3;4;3;3;3;2;3;3;3;4;3;4;3;3;2;2;3;4;2;4;1;3;3;3;3;2;3;3;2;2;2;2;2;3;2;2;2;3;3;2;3;64;64;63;57;63;63;64;68;59;50;64;51;80;36;59;50;87;88;70;54;58;51;51;44;45;3;3;4;4;4;3;4;4;2;3;3;3;2;2;3;2;2;2;2;2;2;3;3;3;2;2;2;2;2;3;3;4;3;4;4;3;2;3;3;4;4;56;5;3;9;2;1;2;1;2;1;13;1;1;2;3;1;33;0;0;0;0;2;7;1;1;3;2;1;2;4;1;2
857;4/17/2014;4/17/2014;45;0,8882;2;Catholic;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;8;7;2;3;3;3;4;4;3;3;3;3;2;2;2;2;2;2;2;3;6;1;2;2;2;3;3;2;2;1;3;2;2;2;2;3;3;3;4;3;4;3;4;4;4;1;2;3;2;2;3;2;2;2;2;2;2;3;3;3;4;3;4;3;1;2;3;3;2;1;3;2;2;3;3;3;4;3;3;4;4;4;4;3;4;4;4;4;4;3;3;4;4;4;4;6;2;4;1;1;2;1;4;1;3;1;2;3;2;2;2;4;3;2;3;3;3;3;3;25;50;55;40;75;65;75;75;60;65;55;60;50;0;80;100;95;75;45;90;30;80;75;0;10;4;3;4;4;4;4;4;4;4;1;3;4;2;2;2;4;2;2;2;2;2;2;3;2;3;2;2;3;2;4;3;4;3;4;4;4;3;4;4;4;4;78;7;4;10;3;4;2;1;2;1;7;2;1;3;7;1;74;0;0;0;0;2;5;1;2;4;3;4;2;2;2;3
858;4/17/2014;4/18/2014;1491;2,8976;1;Christian, prodesin (sp);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;8;4;3;1;1;4;4;1;3;4;4;4;1;2;1;2;1;2;2;2;3;1;2;1;3;3;3;1;1;3;4;1;2;1;3;3;1;1;1;4;3;3;3;3;;4;4;2;4;4;1;4;1;1;3;2;1;4;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;1;1;1;1;3;1;2;1;1;1;1;1;1;4;4;1;1;1;1;1;1;4;4;4;4;2;2;4;18;92;93;100;100;100;100;98;89;58;99;77;100;100;100;100;100;100;100;100;100;100;100;100;84;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;3;3;2;3;1;1;1;1;3;4;4;4;4;4;4;3;4;4;4;3;28;2;1;12;4;1;2;1;4;1;15;5;1;1;2;1;21;0;0;0;0;4;1;1;1;1;4;1;2;4;3;1
859;4/17/2014;4/17/2014;47;0,9774;10;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;7;4;2;2;2;2;3;2;2;2;3;3;2;2;2;2;2;2;3;3;1;2;4;2;4;3;3;2;2;2;4;3;4;2;4;2;3;5;2;3;1;3;2;3;1;2;3;2;2;3;2;2;1;3;2;2;2;1;2;1;1;2;3;2;2;1;2;2;1;2;3;2;2;3;3;1;1;1;2;2;2;1;1;1;3;1;1;1;1;1;2;1;1;2;3;2;2;4;1;3;2;3;3;3;2;2;2;2;2;2;3;3;2;2;3;3;3;2;50;50;21;25;73;32;50;72;36;3;82;77;84;50;80;82;86;85;3;86;86;49;87;54;55;3;3;3;2;2;2;4;2;1;1;1;2;2;3;3;3;3;2;2;3;1;2;3;3;4;3;3;2;2;3;4;4;2;3;3;2;3;3;4;4;2;83;7;4;9;2;1;2;1;1;4;9;3;1;4;9;1;93;0;0;0;0;1;5;0;5;4;2;1;2;2;2;4
860;4/17/2014;4/17/2014;21;1,0329;2;Roman Catholic;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;3;7;4;3;2;2;4;3;3;3;2;2;3;2;2;2;2;2;2;5;7;1;2;1;3;3;3;3;2;1;2;3;1;1;2;4;3;4;2;2;4;3;4;3;3;1;1;2;4;2;4;2;2;2;3;3;3;2;4;4;4;3;4;3;1;3;3;3;3;3;2;2;1;2;1;2;2;2;2;4;4;3;4;3;2;3;3;3;3;3;2;3;4;3;4;4;2;3;2;3;3;3;4;2;4;4;1;1;1;1;1;1;3;3;3;3;4;3;3;72;95;73;81;85;90;87;92;82;78;77;51;91;87;89;90;85;49;84;86;75;82;85;76;50;3;3;4;4;4;4;4;3;3;3;2;4;3;2;3;3;2;2;2;2;2;1;2;3;3;2;4;2;3;4;2;3;4;4;4;3;4;1;4;4;4;68;6;4;10;3;1;2;1;2;1;15;1;1;4;9;1;93;0;0;0;0;2;1;1;2;4;3;1;2;4;1;4
861;4/17/2014;4/18/2014;2530;0,325;10;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;;3;1;2;3;3;4;4;3;2;2;1;2;2;1;2;2;5;6;;1;2;3;4;2;3;3;3;4;3;3;3;4;3;3;3;4;4;2;3;4;3;4;1;1;2;3;3;3;2;4;3;4;3;2;3;2;3;3;3;4;2;2;1;2;3;3;3;2;2;3;3;4;4;1;2;4;3;4;4;4;4;3;3;4;4;3;3;4;2;3;4;4;4;1;2;1;2;3;4;;2;3;4;3;4;3;4;3;4;2;3;3;4;4;4;4;80;20;74;80;23;70;89;17;79;34;79;86;81;79;82;77;82;81;81;80;77;30;84;84;92;2;1;3;4;3;4;4;4;;;;;;;;;1;2;3;3;3;3;3;2;3;4;3;4;4;1;2;4;4;3;3;4;3;4;4;4;4;41;3;2;11;3;1;1;1;9;3;17;1;1;4;9;2;93;2;0;2;1;4;6;1;5;2;3;1;1;5;1;4
862;4/17/2014;4/17/2014;19;0,5276;1;United Methodist;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;3;7;7;2;1;3;3;3;4;2;2;3;3;2;2;2;2;2;2;2;2;4;3;1;2;2;3;3;3;2;2;3;3;2;2;2;5;5;5;4;4;3;3;4;3;4;1;2;3;2;3;3;3;2;2;3;3;3;2;3;4;4;3;4;3;4;2;2;1;2;1;2;3;2;3;2;3;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;3;3;3;2;3;3;2;2;4;1;2;4;2;2;3;2;2;2;4;4;3;3;3;3;3;3;49;62;49;51;42;49;51;49;54;49;49;51;100;85;100;100;100;90;90;100;84;95;100;100;76;4;3;4;4;4;4;4;4;2;3;3;3;2;1;3;3;2;2;2;2;2;2;3;3;3;2;2;3;2;3;3;4;3;4;4;3;3;3;4;4;;62;5;4;13;4;1;2;1;3;1;11;2;1;4;8;1;86;0;1;0;0;2;1;1;1;4;4;1;2;3;2;4
863;4/17/2014;4/17/2014;30;0,1298;1;CHRISTIAN;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;2;4;3;2;3;3;3;2;3;3;3;4;1;2;2;2;1;2;4;4;1;2;2;2;3;2;3;2;2;2;2;2;2;2;2;1;2;1;1;3;3;4;3;4;3;2;3;2;4;3;2;2;2;2;2;2;2;3;2;3;3;4;2;2;3;3;3;4;3;3;4;3;4;3;3;3;3;3;4;3;4;4;3;4;4;3;3;3;3;2;3;1;1;2;4;1;3;2;2;3;2;3;2;4;3;2;2;2;2;2;2;3;2;2;4;3;3;1;76;56;51;55;27;29;47;48;31;46;42;2;78;78;76;78;74;72;59;74;72;76;76;59;14;3;3;4;4;4;3;4;4;3;2;2;4;1;2;2;2;2;1;2;4;2;1;4;3;3;1;2;3;3;4;3;4;4;4;4;1;3;3;3;3;4;71;6;4;9;2;1;2;1;1;1;13;2;1;4;9;1;91;0;0;0;0;1;5;1;1;4;2;1;2;4;2;4
864;4/17/2014;4/17/2014;47;1,0522;1;southern baptist;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;8;8;1;1;3;4;3;3;3;3;3;3;3;2;2;2;2;2;2;4;6;3;3;3;3;3;2;2;1;1;2;3;2;2;2;3;3;3;3;2;3;3;3;3;3;1;2;3;3;3;4;2;4;2;2;2;2;2;3;3;2;1;1;3;4;2;1;1;1;1;2;3;2;;3;1;3;1;1;1;4;1;1;1;1;1;3;2;3;3;2;;;;;2;2;3;2;3;2;2;1;2;4;4;2;3;2;2;2;4;3;3;3;3;3;3;2;77;98;78;86;98;94;90;81;58;61;74;73;23;30;54;43;48;54;48;44;46;41;41;41;37;3;3;4;3;4;3;3;3;1;1;1;3;1;1;1;1;3;2;3;3;3;3;3;3;3;2;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;61;5;4;9;2;2;2;1;3;3;7;1;1;3;6;2;62;0;0;0;0;3;6;0;1;4;2;2;2;2;1;3
865;4/17/2014;4/17/2014;23;1,3524;1;;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4;2;8;2;1;2;3;3;3;3;2;3;4;2;2;2;2;2;2;2;2;2;1;2;1;3;2;2;2;1;2;4;3;3;3;;1;3;4;2;1;3;4;4;3;3;1;4;2;3;4;3;2;1;3;3;3;2;2;4;2;4;1;4;2;2;3;3;3;4;4;3;4;4;4;3;3;3;3;4;3;3;1;1;1;1;4;3;2;3;1;2;4;1;1;4;3;2;4;1;2;2;3;3;1;1;2;3;4;2;2;2;3;2;2;2;2;2;2;1;75;87;58;41;49;19;76;82;63;19;76;36;67;17;50;64;77;88;61;50;35;50;86;11;50;3;1;4;3;4;4;4;4;3;1;2;2;2;1;3;2;2;4;2;1;2;2;4;1;1;1;1;3;2;4;3;4;3;4;4;3;4;3;3;4;4;77;7;4;11;3;1;2;1;2;1;14;1;1;2;3;1;32;0;0;0;0;2;5;0;1;4;3;1;2;4;1;2
866;4/17/2014;4/17/2014;14;0,9597;1;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;6;4;2;2;2;4;4;4;4;2;4;4;1;2;2;2;2;2;3;2;2;2;2;2;2;3;2;2;1;3;3;1;2;1;5;3;3;3;2;2;1;3;3;3;1;1;2;2;3;3;1;4;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;4;4;4;2;1;1;1;2;1;1;2;1;3;2;1;2;3;1;4;2;4;2;4;4;1;1;1;4;4;3;2;2;3;1;1;1;1;3;2;3;94;90;93;97;93;91;93;94;65;80;84;52;70;72;72;74;94;92;79;79;30;64;81;45;42;2;1;2;1;2;2;2;2;2;1;3;2;3;2;3;2;1;1;1;1;1;1;1;2;1;1;1;1;1;4;3;4;3;4;4;3;4;4;4;3;4;56;5;3;14;4;1;1;1;6;1;17;1;1;4;9;1;93;0;1;2;1;2;1;1;1;3;4;1;1;5;1;4
867;4/17/2014;4/17/2014;43;3,5294;1;Southern Baptist;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;7;6;5;3;2;2;3;4;2;2;2;2;2;1;1;2;2;2;2;6;7;2;4;4;4;2;2;2;1;1;1;3;2;2;2;1;2;1;4;1;3;1;4;3;3;1;1;2;2;3;3;1;2;3;3;2;2;3;1;2;2;;2;1;2;1;2;3;4;4;3;4;2;3;2;4;1;2;3;3;2;2;3;3;2;2;2;1;1;2;3;2;2;1;2;2;2;2;3;2;3;2;1;3;2;4;1;2;1;;3;3;1;2;3;4;3;3;3;63;79;59;59;64;62;69;94;60;62;70;65;59;56;59;44;43;63;41;32;57;46;58;64;65;1;2;3;4;;;2;3;;1;2;3;2;3;4;4;;2;;2;4;3;4;1;2;3;;3;3;1;2;3;4;3;4;3;2;2;3;3;3;47;4;3;11;3;4;1;1;3;4;12;1;1;3;5;1;54;0;0;0;0;3;6;1;1;3;3;4;1;3;1;3
