RESPID;DEVICETYPE;Q1;Q2;Q3;Q4;Q5;Q6;Q9A;Q9B;Q9C;Q9D;Q9E;Q9F;Q9G;Q9H;Q9I;Q9J;Q9K;Q10A;Q10B;Q10C;Q10D;Q11A;Q11B;Q11C;Q11D;Q11E;Q11F;Q13A;Q13B;Q13C;Q13D;Q13E;Q13F;Q13G;Q14A;Q14B;Q14C;Q14D;Q14E;Q15A;Q15B;Q15C;Q15D;Q15E;Q15F;Q15G;Q15H;Q15I;Q15J;Q15K;Q15AA;Q15AB;Q15AC;Q15AD;Q15AE;Q15AF;Q15AG;Q15AH;Q15AI;Q15AJ;Q15AK;Q15AL;Q15AM;Q15AN;Q16A;Q16B;Q16C;Q16D;Q16E;Q16F;Q16G;Q16H;Q16I;Q16J;Q16K;Q16L;Q16M;Q16N;Q16O;Q16P;Q17A;Q17B;Q17C;Q17D;Q17E;Q17F;Q17G;Q17H;Q17I;Q17J;Q17K;Q17L;Q17M;Q17N;Q17O;Q17P;Q17Q;Q17R;Q18A;Q18B;Q18C;Q18D;Q18E;Q18F;Q18G;Q18H;Q19A;Q19B;Q19C;Q20A;Q20B;Q20C;Q20D;Q20E;Q22A;Q22B;Q22C;Q22D;Q22E;Q22F;Q23A;Q23B;Q23C;Q23D;Q23E;Q23H;Q23I;Q23J;Q24;Q25;Q26A;Q26B;Q26C;Q26D;Q26E;Q28A;Q28B;Q28C;Q28D;Q29;Q30;Q31;Q32;Q27A;Q27B;Q27C;Q27D;Q33A;Q33B;Q33C;Q33D;Q33G;Q21;INT5;Z8;Z8A;EDUCATION;EDUC;Z4;Z5;EMPLOY;Z9;Z9A;Z9B;NEWINCOME;VOTER;PAGEFINAL;PGENDER;PRACE;PREGION;PMSTATUS;PADULTS;PPARENT;PAGE1;PAGE2;PRELIGION;LENGTH;WEIGHT1_TRIM;I_GENDER;I_AGE;I_MARITAL;I_REGION;I_RELIGION
1146;1;3;1;2;3;2;1;6;6;2;2;6;6;6;2;5;5;2;3;3;3;3;3;3;3;4;3;3;4;5;4;4;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;2;4;3;3;3;2;3;3;2;2;4;4;3;3;4;3;3;4;4;4;3;3;3;4;4;3;4;4;3;4;3;4;4;4;4;4;3;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;3;2;2;2;3;2;2;3;3;3;2;2;3;3;2;2;4;4;2;2;2;3;2;3;2;3;2;2;2;2;2;2;3;2;3;2;2;3;3;2;3;2;3;2;1;4;1;3;3;1;;1;7;;;7;1;3;2;1;3;3;2;2;64;;22;15,46666667;0,3494;2;;3;3;3
1147;4;3;9;2;4;4;4;6;6;6;6;5;5;6;5;6;6;5;3;2;3;2;2;2;1;2;2;2;1;2;2;2;2;4;2;3;4;3;4;3;2;2;2;2;2;2;2;2;1;2;2;3;3;1;4;2;4;3;2;3;2;2;3;3;3;3;2;4;4;4;4;2;1;3;4;1;3;3;4;2;2;3;3;3;4;3;2;3;4;2;2;2;2;4;4;4;4;4;2;5;2;4;5;4;4;5;5;3;2;4;2;2;2;2;3;3;1;2;3;2;4;2;3;2;2;3;3;3;2;1;1;2;1;2;2;3;2;2;2;2;2;2;2;1;3;2;2;3;2;2;3;3;2;2;1;5;;5;3;1;;1;9;;;17;2;2;2;5;4;3;2;2;30;;6;28,95;0,3634;2;;3;4;3
1148;2;3;7;4;2;4;2;4;4;2;6;2;2;6;3;3;4;4;2;2;2;2;1;1;1;1;1;1;2;5;2;3;2;2;2;2;2;2;2;2;4;4;1;3;3;1;3;3;1;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;1;3;3;1;3;3;1;3;1;3;3;1;3;1;3;1;1;3;3;2;2;2;1;3;3;2;1;2;1;3;1;3;2;1;1;3;3;1;3;3;3;3;3;2;2;2;1;1;1;2;2;4;2;2;2;2;2;3;3;3;3;2;3;3;3;2;2;3;3;3;3;3;2;2;2;2;2;1;3;2;3;2;3;2;3;3;3;3;2;2;2;3;;3;2;3;4;6;1;;;1;1;1;2;2;2;1;3;1;20;;990;13,61666667;0,7984;2;;1;2;5
1150;1;3;8;3;4;3;4;5;5;3;5;5;5;5;5;5;5;3;3;3;3;3;3;3;3;4;4;4;2;3;2;4;3;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;3;3;3;4;2;4;4;4;4;3;3;2;3;2;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;3;4;4;2;4;4;4;5;4;4;5;4;4;4;4;3;2;4;2;2;2;3;4;3;3;3;3;3;2;2;3;3;2;2;2;2;2;2;2;3;2;2;3;2;3;3;3;2;1;1;1;1;3;3;3;3;3;3;2;4;3;2;1;6;;6;4;2;;2;6;;;6;1;2;2;1;3;3;2;1;36;;22;16,31666667;0,8415;2;;3;3;3
1151;1;2;1;3;1;4;1;3;6;1;1;1;6;6;1;4;6;6;2;2;3;2;4;3;3;4;4;4;1;5;1;5;1;2;1;4;4;3;3;2;4;4;3;3;4;3;3;4;2;4;2;3;4;3;2;3;4;3;3;2;2;3;4;4;3;4;3;4;4;4;4;3;4;4;4;3;3;4;4;4;4;3;4;3;4;2;4;4;4;4;3;3;3;3;4;2;3;3;3;3;4;3;4;4;3;4;3;2;1;1;3;1;1;4;4;4;4;4;3;3;1;1;2;2;2;1;1;2;4;1;1;4;4;3;3;4;3;3;3;3;1;1;1;1;4;2;4;2;4;2;2;3;1;1;2;4;2;4;3;3;1;3;7;;;7;1;4;1;10;3;3;2;2;68;;997;15,05;1,1465;1;;3;3;4
1153;4;2;4;4;2;1;1;4;6;4;3;6;6;6;3;4;5;6;3;1;3;1;4;4;4;4;4;4;4;5;3;5;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;4;4;3;3;4;4;4;4;1;3;3;2;4;4;4;4;4;4;4;4;4;4;3;4;4;1;4;4;4;4;4;4;4;4;4;1;4;4;2;3;4;3;2;4;4;4;4;3;5;3;1;5;3;3;4;4;4;1;3;4;2;1;2;4;1;4;4;4;4;1;4;3;1;2;1;1;2;4;2;2;2;4;3;2;4;4;4;4;4;2;2;3;2;4;1;1;3;3;4;1;4;2;1;3;4;2;4;3;3;5;7;1;;;1;1;2;1;1;3;3;2;2;49;;2;27,1;3,9553;1;;3;3;2
1155;1;3;8;1;2;2;1;4;6;4;3;2;4;5;4;2;6;4;3;3;4;3;3;3;3;4;4;4;4;5;5;5;3;3;3;4;3;3;3;3;3;4;3;4;4;3;3;4;3;4;4;4;4;4;4;3;4;3;4;3;3;4;3;3;3;4;4;4;4;4;4;2;4;4;4;3;3;4;4;3;3;4;4;4;4;3;4;4;4;4;4;3;3;4;4;3;3;4;4;4;4;4;5;4;4;4;4;4;3;2;4;2;2;4;4;2;3;3;3;3;2;2;3;3;2;2;3;3;3;2;2;3;2;3;3;3;3;3;3;3;1;1;3;1;3;2;3;3;4;3;2;3;2;2;3;4;1;3;3;3;1;3;4;;;4;1;4;2;1;4;3;2;2;80;;1;48,51666667;2,4032;2;;3;4;1
1156;2;2;2;1;5;5;2;5;5;5;5;6;4;5;5;5;5;2;4;2;4;2;1;1;3;3;3;3;1;4;2;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;1;1;1;3;3;4;4;3;3;1;1;1;1;1;4;4;1;3;4;4;3;1;4;4;1;1;1;4;4;1;1;2;1;1;2;3;1;2;3;2;1;1;2;1;3;3;3;2;4;4;4;4;4;4;4;4;1;2;2;2;2;2;2;3;3;2;2;2;2;3;2;3;2;3;3;3;3;3;2;2;4;4;4;3;4;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;4;4;2;2;5;;5;3;2;;2;3;;;3;1;2;2;4;4;6;3;1;34;;990;9,35;0,2319;2;;4;4;5
1158;1;3;8;2;2;2;1;6;4;2;6;2;6;6;6;6;4;6;3;2;3;2;3;3;3;3;3;4;2;2;2;2;3;3;4;4;4;2;4;4;4;3;3;3;4;3;4;4;3;4;3;2;3;2;3;3;4;1;2;1;3;2;3;2;2;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;3;4;3;3;3;3;3;4;4;1;4;2;4;4;1;4;1;1;4;2;1;4;4;1;4;4;4;4;2;2;3;3;2;2;3;3;4;2;2;4;2;3;4;3;3;3;3;3;1;1;1;2;3;3;3;2;4;4;2;3;1;1;1;4;2;4;3;1;;1;7;;;7;1;2;1;1;3;3;4;1;48;;1;16,08333333;1,513;1;;3;3;1
1159;4;2;2;3;4;5;2;6;6;3;6;4;4;4;6;6;6;3;3;3;4;3;3;2;2;3;3;3;1;4;1;3;1;4;4;4;4;3;3;3;3;3;3;3;3;3;3;2;3;3;3;2;3;2;2;2;4;4;3;3;2;2;3;3;1;4;4;3;3;4;3;4;4;4;4;4;2;4;4;3;3;3;3;3;3;2;3;3;3;3;3;3;2;3;3;2;2;3;2;4;3;4;4;4;3;3;3;3;1;2;2;2;2;2;3;3;3;2;3;3;3;1;2;3;2;1;1;1;2;2;2;2;4;2;2;2;2;2;2;2;1;1;1;1;4;1;2;2;2;2;3;4;3;1;1;5;;5;3;1;;1;8;;1;12;1;1;1;5;3;1;3;2;25;;996;11,05;1,0303;1;;1;3;5
1164;2;1;2;4;4;4;2;6;2;1;2;6;4;6;1;6;6;6;4;4;4;4;3;3;3;3;3;3;2;5;4;5;4;3;3;4;4;3;4;4;3;4;4;4;4;4;3;4;3;3;4;3;4;4;3;4;4;3;3;4;4;4;3;4;2;4;4;4;4;4;3;4;4;4;4;4;1;3;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;4;3;2;4;2;4;4;2;3;4;4;4;2;2;2;3;4;3;3;2;2;3;3;1;3;2;2;2;3;2;2;1;2;4;4;2;2;4;2;1;1;2;2;2;3;2;2;1;1;2;1;1;4;4;4;1;2;4;1;3;3;3;1;3;3;;;3;1;4;1;1;4;6;1;2;65;;990;14,76666667;0,3209;1;;4;4;5
1167;4;3;1;4;4;6;2;6;6;1;6;5;6;6;6;6;6;2;3;2;2;2;2;2;2;2;2;2;2;5;5;5;3;4;3;3;2;1;2;3;3;4;4;4;1;3;3;4;3;2;3;3;1;1;2;1;4;4;1;4;1;2;3;3;1;3;4;4;4;4;4;4;1;4;4;3;2;3;4;3;2;3;4;3;4;3;4;4;4;4;4;1;1;4;4;1;2;2;2;5;5;4;5;4;4;5;5;4;3;3;2;2;2;3;4;3;2;3;3;3;2;1;3;2;2;2;2;1;1;2;2;4;4;4;2;2;2;3;2;2;2;2;2;2;4;3;4;2;2;2;4;4;4;2;3;3;;3;2;3;1;3;5;;;5;1;3;1;1;1;3;2;2;60;;1;17,71666667;3,7023;1;;3;1;1
1170;4;2;2;4;4;4;4;6;6;2;1;6;4;5;1;6;6;2;3;3;3;3;3;2;2;4;3;3;4;5;4;4;3;3;4;4;4;1;3;2;3;4;2;4;4;3;3;3;3;3;4;4;3;2;3;3;4;3;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;3;4;4;4;4;3;4;2;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;2;3;2;3;4;4;2;3;1;2;3;1;1;2;2;2;2;2;2;2;2;4;4;3;3;1;2;2;2;2;2;2;1;1;4;4;2;3;3;1;4;4;2;1;1;3;;3;2;1;;1;8;;1;12;1;2;1;1;3;3;5;2;47;;990;22,38333333;0,595;1;;3;3;5
1175;4;3;4;2;2;1;1;3;6;4;4;6;5;5;4;6;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;1;4;1;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;2;4;4;3;2;4;4;4;3;4;4;4;4;4;4;4;4;2;2;2;1;4;4;3;4;4;4;4;2;1;1;1;4;4;2;4;4;4;1;3;1;2;4;4;1;3;3;1;;1;3;;;3;1;2;2;1;4;3;2;1;38;;22;10,56666667;0,994;2;;3;4;3
1177;2;1;4;4;6;6;2;6;6;2;6;6;6;6;6;6;6;2;3;3;3;4;3;3;3;3;3;2;4;5;4;4;4;4;3;4;4;3;3;2;4;3;4;4;3;4;4;4;3;2;3;4;3;3;3;3;4;4;2;3;4;3;4;4;3;4;4;3;4;4;2;4;3;3;4;3;3;3;4;4;4;3;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;3;4;3;4;4;3;4;4;3;4;2;2;2;2;3;3;2;2;3;2;3;2;3;2;2;3;2;3;2;2;2;3;3;3;3;3;2;2;2;2;2;2;3;1;3;2;3;2;2;1;4;4;3;1;1;8;;8;4;1;;1;8;;4;15;1;2;1;1;1;1;1;2;45;;12;11,88333333;0,7258;1;;1;1;3
1178;1;4;8;1;1;1;1;1;6;2;6;1;6;6;1;6;2;6;4;4;4;4;4;4;4;4;4;4;4;5;4;5;4;4;4;4;3;3;1;1;4;4;4;4;4;4;4;4;4;4;4;1;4;1;2;2;3;1;4;1;3;3;3;2;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;3;4;4;4;3;3;4;3;1;4;1;4;4;4;4;2;1;1;1;4;2;3;3;4;1;3;4;3;3;2;2;3;3;2;2;2;2;3;2;2;3;1;2;3;3;3;3;3;3;1;1;3;1;3;3;3;3;3;4;2;3;1;2;2;8;;8;4;3;2;4;8;;2;13;1;3;2;1;3;3;2;2;59;;1;15,71666667;2,0094;2;;3;3;1
1182;2;2;1;5;5;4;2;4;2;2;5;6;6;6;6;4;3;6;2;1;3;2;3;2;2;3;4;2;1;1;4;4;1;3;3;4;3;2;1;2;4;3;4;4;4;3;3;3;1;1;4;3;4;3;1;1;4;4;1;4;1;3;3;3;1;4;4;4;4;4;3;4;2;4;4;3;4;2;4;3;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;1;3;3;4;4;1;4;2;4;4;1;4;4;3;3;2;2;2;1;2;4;1;1;1;1;4;1;2;2;2;2;3;2;2;2;2;3;-1;2;2;3;1;1;1;1;2;2;2;2;2;1;3;3;2;1;4;4;4;1;1;8;;8;4;1;;1;3;;;3;2;1;1;1;1;2;2;2;28;;990;23,33333333;3,9553;1;;2;1;5
1183;4;4;8;1;4;4;3;5;6;2;6;5;6;6;4;6;6;3;4;4;4;3;3;3;2;4;4;4;3;4;4;4;4;4;4;2;3;3;2;3;4;4;4;3;3;3;4;4;2;3;3;2;4;3;3;2;4;3;4;3;3;3;3;3;2;4;4;4;4;3;3;4;3;4;4;4;3;4;4;3;3;3;4;3;4;3;3;4;4;3;3;3;3;3;3;3;3;4;3;2;4;2;5;4;4;2;2;2;1;3;4;3;3;3;4;2;4;4;3;2;2;2;2;2;2;2;3;2;3;2;2;4;2;4;4;3;2;4;2;1;1;1;1;1;3;2;2;2;3;1;4;3;3;1;1;6;;6;4;1;;1;8;;2;13;1;2;1;1;1;3;2;1;41;;22;8,966666667;1,6855;1;;3;1;3
1184;4;3;2;2;7;7;2;4;6;1;6;6;1;5;4;6;4;6;3;3;3;3;3;3;3;3;3;3;3;5;4;4;1;4;3;4;4;3;4;4;4;4;4;4;3;4;4;4;3;3;4;3;3;3;2;3;4;4;2;4;3;3;3;3;3;4;4;3;4;4;4;3;4;4;4;4;3;4;4;4;3;4;3;4;4;4;4;3;4;3;3;4;4;4;4;4;4;4;3;3;3;4;3;4;4;2;2;4;3;4;1;2;3;3;4;4;1;1;1;1;4;3;4;3;2;2;3;3;2;2;1;3;3;2;2;3;2;2;2;2;2;1;3;1;3;2;2;3;1;1;4;4;4;2;1;6;;6;4;1;;1;7;;;7;1;3;2;1;1;3;2;2;59;;990;19,71666667;0,6147;2;;3;1;5
1187;4;3;7;3;4;4;3;4;5;3;4;4;4;5;3;5;6;4;2;1;3;1;1;1;1;1;1;1;1;5;1;1;1;4;2;2;4;2;2;2;4;4;4;4;2;4;4;1;1;1;1;2;1;1;2;1;4;4;3;2;1;1;2;2;1;4;3;2;4;4;4;4;3;4;3;3;2;4;3;2;3;3;1;1;1;2;2;3;3;3;1;2;2;4;1;2;3;4;1;2;1;3;2;4;4;1;1;3;1;1;2;3;2;2;2;3;2;2;2;1;3;1;2;1;3;3;3;3;1;1;1;3;3;1;1;3;2;2;2;2;2;2;2;2;3;3;2;3;2;2;3;3;3;1;1;4;1;3;3;1;;1;5;;;5;1;1;1;1;1;1;3;2;22;;2;10,35;0,7966;1;;1;1;2
1188;1;2;2;4;2;4;1;6;6;1;6;1;6;6;1;6;6;1;3;2;4;2;3;3;3;3;3;4;4;5;4;5;4;4;4;4;3;3;3;2;4;4;4;4;4;4;4;4;4;4;4;3;4;2;2;3;4;2;4;2;2;3;2;2;2;4;4;3;3;4;3;4;4;3;4;4;4;4;4;3;4;3;4;4;4;3;4;4;4;4;3;3;3;3;4;3;3;3;3;2;3;3;3;4;4;3;3;3;1;1;4;1;1;2;4;1;2;3;2;3;2;2;2;2;2;1;3;2;3;2;2;4;4;4;4;2;4;4;4;4;1;1;1;1;3;2;1;3;3;3;2;2;2;1;1;8;;8;4;3;1;3;8;;1;12;1;4;1;1;4;1;2;2;66;;8;14,45;0,6017;1;;1;4;1
1189;2;3;6;4;4;5;4;3;5;2;2;6;4;4;1;3;5;1;2;1;3;1;2;2;1;1;3;3;1;2;3;1;2;4;3;1;3;4;1;1;1;3;2;1;4;4;3;4;1;1;2;1;3;3;3;3;4;4;4;1;3;4;2;3;4;4;4;3;4;4;3;3;1;4;4;4;2;4;4;4;3;2;4;2;4;1;3;4;4;1;1;3;2;4;2;1;3;4;3;5;1;2;1;4;4;5;5;1;1;1;3;2;3;2;4;3;1;1;1;1;3;2;4;1;2;2;3;3;3;2;2;4;2;4;4;3;2;2;2;2;2;2;2;2;3;2;1;3;1;2;3;4;1;2;1;5;;5;3;1;;1;6;;;6;1;2;2;5;3;2;2;1;30;;990;13,33333333;0,4928;2;;2;3;5
1190;1;3;7;2;2;3;1;4;4;2;6;3;3;4;4;5;3;3;3;2;3;3;4;4;3;4;3;4;3;4;4;4;4;4;4;3;4;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;2;4;1;3;2;2;2;3;4;4;4;4;4;4;4;4;4;4;2;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;3;4;4;3;3;3;4;4;4;4;4;4;4;3;2;4;2;2;4;2;4;2;4;2;3;3;3;2;1;2;3;3;2;3;4;4;4;2;2;4;3;4;4;4;3;3;3;4;1;1;1;1;3;2;3;2;3;4;1;3;1;1;3;8;;8;4;1;;1;8;;1;12;1;3;1;1;1;3;2;2;63;;8;13,7;0,8358;1;;3;1;1
1193;4;3;1;2;3;2;1;3;4;2;4;1;6;6;3;6;1;6;1;1;2;1;3;4;3;3;3;4;2;3;5;3;3;4;3;3;3;1;3;3;2;3;3;3;2;2;3;3;3;2;1;1;1;1;2;1;4;1;4;1;2;2;3;3;1;3;4;2;4;3;1;3;1;3;2;3;1;3;4;2;3;1;1;1;3;1;4;1;4;2;3;1;1;2;2;1;1;3;1;1;2;2;4;3;4;1;1;1;1;1;3;3;1;3;4;1;4;4;4;3;2;2;2;2;2;3;2;2;3;2;2;4;4;3;4;3;3;4;4;4;1;2;1;2;4;3;2;3;3;3;1;4;1;2;2;6;;6;4;2;;2;8;;1;12;1;3;2;6;4;3;3;2;60;;997;13,68333333;0,5975;2;;3;4;4
1195;1;3;7;2;3;4;2;1;6;2;1;3;3;3;1;1;4;4;3;3;3;3;3;3;3;3;3;3;4;5;5;5;4;4;3;3;3;3;1;1;3;4;3;4;2;1;3;4;2;3;3;3;2;2;3;2;3;3;3;4;3;3;2;2;2;4;4;4;3;4;4;4;1;4;4;4;4;2;4;3;4;4;4;4;4;3;4;4;4;4;4;3;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;3;2;3;4;2;2;2;3;1;3;3;3;3;3;2;3;3;2;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;2;1;3;1;3;2;2;3;1;1;4;4;4;2;1;6;;6;4;3;1;3;3;;;3;1;4;2;1;2;1;1;2;65;;8;17,01666667;0,8195;2;;1;2;1
1196;1;1;2;4;6;7;2;6;6;1;4;6;3;5;3;6;2;6;3;3;3;3;2;2;2;1;2;1;2;5;3;4;1;3;3;3;4;1;2;3;3;3;3;3;3;3;3;3;2;2;3;3;3;2;2;2;4;4;2;4;2;3;3;3;2;4;4;3;3;3;3;3;4;4;4;2;3;4;4;4;4;3;4;3;4;3;4;4;4;4;3;3;4;4;4;2;3;4;3;4;2;4;2;4;4;2;4;4;3;4;2;3;3;2;3;4;1;2;2;2;3;2;2;2;3;2;2;2;2;2;2;3;4;2;2;2;2;2;2;2;2;2;3;1;3;1;2;3;1;1;4;4;4;1;2;5;;5;3;1;;1;6;;;6;1;3;1;1;2;6;1;2;61;;990;18,01666667;0,1453;1;;4;2;5
1198;1;3;3;2;6;5;2;4;6;1;2;6;2;1;2;6;6;6;3;3;4;3;3;3;3;4;3;2;2;5;2;2;2;3;2;3;4;3;3;3;3;4;4;4;4;2;2;4;1;1;4;3;4;3;3;2;4;4;4;3;4;3;4;4;3;3;3;3;4;4;4;3;3;4;4;4;3;4;4;3;3;3;4;4;4;2;4;3;4;4;3;2;2;3;4;3;3;3;3;3;4;4;2;3;4;3;4;4;3;4;2;2;2;1;3;4;2;2;1;2;3;3;3;1;3;2;3;2;2;2;2;4;3;4;3;3;1;1;1;1;1;2;2;1;3;2;2;1;1;1;4;4;3;2;2;4;2;4;3;1;;1;7;;;7;1;3;2;2;4;1;1;2;62;;990;31,65;0,1453;2;;1;4;5
1199;4;3;2;1;4;2;2;4;4;1;2;1;2;5;1;1;6;1;2;1;2;2;2;1;1;1;3;1;1;5;1;2;1;2;2;1;4;1;1;1;1;1;1;1;1;1;2;4;1;1;1;3;1;1;3;1;1;4;1;2;2;1;1;1;1;4;4;1;1;3;2;4;1;3;2;2;4;2;1;3;3;2;1;1;1;1;2;1;2;2;1;1;3;3;1;2;4;3;1;4;4;4;4;4;4;5;5;4;3;4;2;2;3;2;3;3;2;3;2;2;2;2;3;1;3;2;4;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;2;3;2;3;3;1;1;3;1;2;2;1;2;;2;1;3;4;6;1;;;1;1;1;2;5;4;2;2;1;28;;2;12,86666667;1,0199;2;;2;4;2
1200;2;4;8;1;5;4;2;6;6;6;4;4;6;6;4;4;6;1;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;4;3;4;4;4;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;5;4;4;4;4;4;4;4;2;2;2;2;3;3;2;2;2;2;3;2;3;2;2;2;3;3;3;2;2;3;1;3;3;3;3;3;3;3;1;2;2;2;3;2;2;3;2;2;2;2;2;2;1;3;;3;2;1;;1;4;;;4;1;2;2;5;4;3;2;1;31;;2;11,83333333;0,6141;2;;3;4;2
1201;2;1;1;4;7;7;2;3;4;1;6;6;2;2;6;6;6;2;4;4;4;4;2;2;2;1;2;1;3;5;5;5;4;4;3;4;4;3;4;4;4;4;4;4;4;2;4;4;4;3;4;3;2;3;2;2;4;4;2;4;3;2;2;4;3;4;4;4;3;4;1;3;4;3;4;3;3;4;4;3;2;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;3;4;2;4;2;4;3;4;4;2;3;4;3;4;2;2;2;3;3;4;1;1;2;2;4;2;3;2;2;4;4;4;2;2;2;3;4;3;2;3;2;2;1;2;1;2;1;2;3;2;4;3;1;1;4;4;4;2;2;7;;7;4;3;1;3;8;;2;13;1;4;2;1;4;2;2;2;76;;995;21,78333333;0,9668;2;;2;4;5
1202;1;2;2;3;2;1;1;4;4;1;5;6;6;6;4;6;5;1;1;1;1;1;2;2;1;3;3;1;1;4;4;2;2;4;4;4;3;2;3;3;4;3;4;4;2;1;4;4;3;2;1;1;1;1;1;2;4;2;1;2;1;1;1;1;1;4;3;1;1;3;2;4;2;1;4;2;4;4;4;2;1;2;4;1;4;1;4;1;4;4;1;1;2;4;1;2;2;4;2;1;4;2;4;2;1;3;3;4;1;2;4;2;2;1;1;1;2;3;2;3;2;2;4;3;2;2;4;2;2;2;2;3;4;2;2;2;3;1;1;3;2;1;2;2;4;4;4;2;4;4;1;3;1;2;1;7;;7;4;1;;1;8;;3;14;1;2;2;1;1;3;2;1;39;;2;25,16666667;1,6485;2;;3;1;2
1206;2;4;8;1;2;2;1;5;5;3;3;3;6;6;3;6;4;3;4;4;4;4;3;3;3;4;3;4;4;5;4;4;4;4;4;2;4;3;3;2;4;4;4;4;4;3;4;4;1;4;4;2;2;2;2;2;4;2;3;1;2;3;3;3;2;3;4;2;2;2;2;4;3;3;4;2;3;3;4;4;3;4;4;3;4;4;4;3;4;4;3;3;4;4;4;2;3;3;2;1;3;2;5;3;3;4;1;3;1;1;4;2;2;4;4;2;3;3;4;3;2;2;3;2;2;3;4;2;4;2;2;4;1;4;4;4;4;4;4;4;2;1;3;1;3;1;2;2;4;4;1;3;1;2;2;6;;6;4;2;;2;6;;;6;1;2;2;1;2;3;2;1;34;;5;22,03333333;1,5299;2;;3;2;1
1207;2;3;2;2;3;2;1;2;6;4;1;2;6;6;1;5;3;2;1;1;3;1;3;3;3;3;3;4;1;2;2;2;2;4;4;2;3;2;2;3;3;2;3;1;4;2;2;4;2;3;2;3;1;1;2;2;4;2;3;1;1;1;2;2;2;4;4;4;1;4;3;3;4;4;4;4;3;4;4;3;3;2;2;2;2;1;4;2;2;3;1;2;3;3;2;2;2;3;2;3;3;3;3;4;3;4;4;4;1;1;3;1;2;3;4;2;2;4;4;4;3;2;1;2;2;1;3;3;3;2;2;3;2;1;2;3;2;2;2;2;1;1;1;1;2;1;1;3;4;4;1;3;1;2;1;5;;5;3;2;;2;8;;1;12;1;2;2;1;3;5;3;1;43;;1;18,86666667;1,2068;2;;4;3;1
1208;1;2;5;4;4;3;2;1;4;1;3;2;3;3;1;3;3;1;3;2;3;2;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;2;2;2;3;3;3;3;3;2;2;3;2;3;3;3;2;2;3;3;4;2;3;2;2;2;2;2;1;3;3;3;3;3;3;2;4;3;4;2;4;3;4;3;3;3;4;3;4;3;3;4;4;2;3;3;3;3;3;2;2;2;3;3;2;3;3;3;3;3;3;3;2;4;4;2;2;2;4;2;2;3;2;3;3;2;2;3;2;2;4;2;2;2;2;4;4;3;3;4;2;2;2;4;1;1;3;1;3;1;2;2;3;2;3;3;3;1;1;4;2;4;3;2;;2;8;;1;12;1;4;1;6;4;3;2;2;66;;990;8,416666667;0,1453;1;;3;4;5
