ID;QN1;QN2;QN3;QN4;QN5A;QN5B;QN5C;QN5D;QN5E;QN5F;QN5G;QN5H;QN6;QN7A;QN7B;QN7C;QN7D;QN7E;QN8;QN9;QN10;QN11;QN12;QN13A;QN13B;QN13C;QN13D;QN13E;QN14A;QN14B;QN14C;QN14D;QN15A;QN15B;QN15C;QN15D;QN15E;QN16A;QN16B;QN16C;QN16D;QN16E;QN16F;QN17A;QN17B;QN17C;QN17D;QN17E;QN17F;QN17G;QN17H;QN18;QN19;QN20;QN21A;QN21B;QN21C;QN21D;QN21E;QN21F;QN21G;QN22A;QN22B;QN22C;QN22D;QN22E;QN23A;QN23B;QN23C;QN23D;QN23E;QN23F;QN23G;QN23H;QN23I;QN23J;QN23K;QN23L;QN23M;QN23N;QN23O;QN23P;QN23Q;QN23R;QN23S;QN23T;QN23U;QN24A;QN24B;QN24C;QN24D;QN24E;QN24F;QN24G;QN24H;QN24I;QN24J;QN24K;QN24L;QN24M;QN24N;QN24O;QN24P;QN24Q;QN24R;QN24S;QN25A;QN25B;QN25C;QN25D;QN25E;QN25F;QN25G;QN26A;QN26B;QN26C;QN26D;QN26E;QN27A;QN27B;QN27C;QN27D;QN27E;QN27F;QN27G;QN27H;QN27I;QN27J;QN27K;QN27L;QN27M;QN27N;QN27O;QN27P;QN27Q;QN27R;QN28A;QN28B;QN28C;QN28D;QN28E;QN28F;QN28G;QN28H;QN29A;QN29B;QN29C;QN30A;QN30B;QN30C;QN30D;QN30E;QN30F;QN30G;QN30H;QN30I;QN31A;QN31B;QN31C;QN32A;QN32B;QN32C;QN33A;QN33B;QN33C;QN33D;QN34A;QN34B;QN34C;QN34D;QN34E;QN34F;QN34G;QN34H;QN34I;QN34J;QN34K;QN34L;QN34M;QN34N;QN34O;QN35A;QN35B;QN35C;QN35D;INCOME;STATE;METRO;REGION;DIVISION;OWNHOME;MSTATUS;EMPLOY;ADULTS;KIDS1217;KIDS611;KIDSLESS6;PARENT;AGE;AGE2;AGE3;EDUC;RACE;REGVOTE;SEX;RELIGION;DEVICE_TYPE;LENGTH;WEIGHTCV;WEIGHTNOCV;I_RELIGION;I_SEX;I_AGE;I_EDUC;I_RACE;I_MARITAL
34;1;1;4;3;;;;;2;4;4;3;3;4;2;1;2;3;4;4;4;1;2;2;3;1;5;6;4;4;3;3;4;10;4;10;20;1;1;1;1;1;1;4;5;4;4;3;4;4;3;2;2;2;2;3;1;2;1;4;4;2;4;3;3;3;4;3;4;4;1;2;1;4;3;3;3;3;3;3;3;4;4;4;3;3;3;4;4;4;4;4;4;4;2;4;4;4;4;4;4;3;4;4;3;3;4;4;4;3;4;1;1;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;3;4;2;3;3;2;3;4;3;3;4;2;4;3;3;4;3;3;2;3;3;3;3;4;3;3;2;2;2;2;2;1;4;3;4;4;3;4;2;3;3;3;3;1;1;1;4;4;4;4;4;7;CO;3;4;8;1;1;3;1;0;0;0;2;67;;4;7;1;1;1;90;1;17,733333;0,2422;0,3403;5;1;4;4;1;1
35;3;2;2;1;2;4;3;1;1;1;1;3;2;3;2;3;2;3;3;4;7;1;2;1;5;2;2;2;1;1;2;1;30;0;30;0;0;1;1;1;1;2;1;2;4;1;4;1;2;2;2;2;2;2;2;3;2;3;2;1;1;1;4;1;1;1;1;3;1;1;3;1;2;3;2;1;1;2;1;2;1;4;3;1;1;1;1;4;4;4;4;1;1;3;1;4;2;2;3;3;2;4;4;4;3;1;3;3;2;4;4;1;1;3;2;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;1;1;1;2;1;1;2;1;3;1;1;4;1;3;3;1;3;3;3;3;3;4;4;4;4;2;5;2;1;1;1;4;3;1;4;1;4;3;1;1;3;3;1;1;1;3;3;3;1;3;1;IN;1;2;3;2;3;7;2;0;0;0;2;57;;3;4;2;1;2;1;2;53,351333;1,9001;1,3604;1;2;3;2;2;3
36;1;2;4;5;;;;;1;4;4;4;3;4;4;1;1;4;4;7;4;1;2;2;5;1;1;5;3;3;3;3;12;15;3;5;15;1;2;2;2;2;2;1;1;1;3;2;3;3;1;1;1;1;2;2;2;3;2;1;1;4;4;3;2;2;3;4;4;3;4;2;1;3;3;2;3;2;2;4;2;4;4;2;3;3;4;4;1;4;4;3;4;4;3;4;3;3;3;4;2;3;3;4;3;3;4;4;4;4;4;1;1;4;1;4;4;4;3;4;3;4;3;2;4;4;3;3;3;3;3;3;3;3;3;3;3;2;4;3;2;4;3;3;1;1;3;4;4;4;4;4;4;4;4;4;3;3;4;3;2;2;1;2;2;1;4;4;4;4;1;3;3;4;4;4;4;1;1;2;3;1;4;4;4;2;OR;5;4;9;1;3;2;5;0;0;0;2;38;;2;4;1;1;1;90;2;27,1;0,9647;1,3935;5;1;2;2;1;3
37;1;2;4;3;;;;;1;3;4;3;3;4;4;1;2;4;4;4;6;1;2;1;5;2;3;5;1;1;1;1;2;5;0;7;4;2;3;2;3;3;1;4;4;4;3;2;4;4;3;2;2;3;2;2;2;3;1;3;3;4;2;2;3;3;3;2;3;2;2;3;3;3;2;2;3;2;1;2;2;4;4;1;1;3;3;3;4;4;4;4;4;3;3;4;4;3;3;3;3;3;4;3;4;3;4;2;3;3;3;1;1;2;2;3;3;3;3;3;3;4;3;4;3;4;3;3;3;3;3;4;3;3;3;3;3;3;4;3;3;3;4;4;4;3;4;4;3;3;4;3;3;3;3;4;4;4;4;3;2;3;2;2;2;1;4;4;4;4;1;3;3;3;2;4;4;1;2;1;2;4;4;4;4;7;NY;1;1;2;2;1;1;1;0;0;0;2;54;;3;8;3;1;2;7;1;13,166667;0,5257;0,359;4;2;3;4;3;1
38;2;2;4;4;;;;;2;4;4;3;2;4;4;1;4;4;4;6;6;1;2;1;6;2;2;5;3;2;3;3;0;0;0;0;25;1;1;1;1;2;1;2;5;4;3;2;3;3;1;2;2;2;2;3;3;2;2;4;4;3;3;1;2;1;2;2;3;2;3;3;3;3;3;1;3;2;2;2;1;4;3;2;2;1;1;3;4;4;4;3;3;4;2;4;4;4;3;4;3;4;3;4;3;4;4;3;3;4;4;1;1;3;2;3;3;3;2;3;3;4;2;3;2;4;4;2;3;2;3;4;2;2;3;1;2;2;2;1;3;3;2;3;2;1;4;4;3;3;2;4;4;4;3;4;4;2;4;2;1;1;2;2;2;1;4;4;4;4;1;3;3;2;2;4;4;1;1;1;1;3;3;3;3;4;PA;2;1;2;2;6;1;1;0;0;0;2;59;;3;5;1;1;2;90;1;19,45;0,5992;0,9073;5;2;3;2;1;2
39;1;2;4;4;;;;;2;4;4;3;3;1;4;1;4;4;4;6;6;1;2;3;4;2;2;2;1;1;4;4;5;5;30;15;0;1;1;1;1;1;1;2;5;2;4;2;3;3;1;2;2;2;2;2;3;2;2;3;2;2;2;2;3;4;2;4;4;4;3;3;3;3;3;3;3;3;3;4;3;4;4;3;3;3;3;4;3;4;4;3;3;4;2;4;3;4;4;4;4;4;4;4;4;3;4;4;2;4;3;1;1;2;2;4;4;3;3;4;4;4;3;2;4;4;2;3;3;3;4;4;2;3;2;2;2;4;3;2;3;3;4;4;4;2;4;3;3;4;3;4;3;3;4;4;4;4;1;3;2;2;1;2;2;1;4;4;4;4;4;4;3;3;3;3;3;1;2;2;3;4;4;4;4;4;WA;3;4;9;1;3;3;2;0;0;0;2;76;;4;7;1;1;1;90;1;16,783333;0,7249;0,456;5;1;4;4;1;3
40;4;8;2;1;3;2;3;2;1;1;1;3;2;2;2;3;2;2;1;2;2;1;1;5;4;4;4;6;1;1;3;3;2;0;0;0;10;2;2;3;4;4;4;2;5;3;3;2;4;4;4;2;2;3;1;3;2;3;2;4;1;4;4;1;3;3;4;2;2;4;4;4;4;4;4;3;4;4;3;3;2;4;4;3;4;3;3;4;4;3;4;3;4;4;3;4;3;2;3;4;3;3;3;4;4;3;3;2;2;2;3;2;2;3;2;3;2;2;4;4;4;4;3;4;4;4;4;3;3;3;4;4;2;2;4;4;2;2;2;3;2;3;3;2;3;2;4;3;2;3;3;3;2;3;3;2;4;4;4;1;2;3;2;1;1;2;1;1;1;3;1;1;4;3;1;1;4;3;4;1;1;3;3;3;3;1;FL;5;3;5;1;1;6;2;0;0;0;2;38;;2;6;2;2;1;15;1;59,742667;0,6504;0,428;1;1;2;3;2;1
41;1;1;3;5;;;;;1;4;4;3;1;4;2;1;4;3;4;4;4;1;2;1;6;6;6;6;2;1;4;1;8;0;3;20;2;1;1;1;1;1;1;2;5;3;4;4;3;4;2;2;2;3;2;2;3;3;3;2;2;1;1;1;1;1;4;4;4;4;4;4;4;4;3;2;4;4;3;2;1;4;4;2;4;2;3;4;4;4;2;2;2;4;4;4;2;4;4;4;2;4;4;4;3;2;3;3;3;3;3;1;1;3;1;3;3;3;4;4;4;4;4;4;4;4;2;2;3;4;2;4;2;2;2;2;1;3;3;2;3;3;2;3;1;1;4;3;3;3;3;3;3;3;3;3;4;4;2;6;2;1;2;2;1;1;4;4;4;4;1;4;1;1;4;3;4;1;3;1;1;4;4;3;3;1;CO;5;4;8;2;6;3;1;0;0;0;2;72;;4;4;1;1;1;90;1;22,883333;0,5201;0,7879;5;1;4;2;1;2
42;2;2;4;3;;;;;2;4;4;4;2;4;3;2;2;3;4;4;4;1;2;1;6;3;4;5;2;4;4;4;29;29;20;20;1;2;3;2;2;4;1;1;4;1;1;1;4;1;1;1;1;1;1;4;2;2;2;2;2;1;3;4;1;1;4;2;3;1;1;1;2;4;1;4;4;1;4;1;4;3;4;2;4;2;3;4;4;3;4;2;2;4;3;1;3;3;4;4;1;1;3;4;1;2;4;4;3;3;3;1;1;1;3;3;2;2;1;3;3;4;2;3;2;2;3;4;2;2;2;3;2;1;2;4;1;3;2;2;3;4;2;4;3;1;4;3;1;3;3;3;3;3;3;4;4;4;3;2;1;3;2;1;2;2;4;4;4;4;3;4;1;3;3;3;3;1;3;1;1;1;3;1;2;4;NJ;3;1;2;1;6;1;1;0;0;0;2;55;;3;6;1;1;2;97;2;25,256667;0,4585;0,2883;4;2;3;3;1;2
43;1;1;4;5;;;;;2;4;4;3;2;4;4;1;4;4;4;6;7;1;2;2;2;3;2;6;2;2;3;4;0;0;0;5;25;1;1;1;1;2;1;3;4;3;4;3;3;2;1;2;1;3;2;2;2;2;3;4;3;3;2;1;1;1;1;3;2;3;2;2;2;4;1;1;1;3;1;2;3;4;4;1;1;1;1;4;4;4;4;4;3;3;1;4;3;1;2;4;1;3;3;4;3;2;4;3;3;4;4;4;1;4;2;4;4;3;2;2;3;4;1;4;1;4;2;2;2;2;4;4;1;1;1;1;3;3;3;2;2;3;3;3;1;1;4;4;4;4;4;4;4;4;4;4;4;2;4;1;2;2;2;1;2;2;4;4;4;4;1;4;3;3;3;3;4;1;1;1;1;1;4;1;4;8;IL;2;2;3;1;3;3;2;0;0;0;2;65;;4;8;1;1;2;90;2;21,312833;0,2694;0,3978;5;2;4;4;1;3
44;2;2;3;2;2;3;3;3;1;3;3;3;2;2;2;2;1;2;3;2;2;1;1;3;5;2;2;5;1;1;2;1;3;2;1;4;20;3;3;3;3;4;4;2;5;3;3;1;3;2;4;2;2;2;2;3;3;3;3;3;1;3;3;2;4;3;3;3;3;4;3;4;4;4;3;2;3;2;3;3;3;3;2;3;2;3;2;4;4;4;3;3;2;4;2;4;4;3;4;4;3;1;4;4;4;2;4;3;3;3;3;1;1;2;2;2;2;2;2;4;3;4;3;4;2;4;3;3;3;2;3;4;1;1;3;2;3;3;3;2;2;3;2;3;4;1;2;3;2;1;2;2;2;2;2;1;4;4;4;1;2;1;2;2;2;1;4;4;4;3;3;3;1;3;1;4;4;1;3;1;3;4;1;1;2;8;TX;3;3;7;1;3;1;3;0;0;0;2;62;;3;5;1;1;2;8;1;35,9;0,4549;0,6978;1;2;3;2;1;3
45;3;8;2;1;1;3;3;1;1;1;1;1;1;3;1;3;1;2;2;3;3;1;3;4;6;4;6;6;2;2;2;2;3;5;1;10;10;4;4;4;4;4;4;2;5;5;2;1;4;3;2;2;2;3;3;3;3;3;2;4;4;2;2;2;2;3;4;3;3;3;3;3;4;4;3;3;3;3;3;4;3;3;3;3;2;3;3;4;2;3;3;2;2;1;1;4;3;1;3;4;1;4;2;4;2;2;4;3;3;3;3;1;1;3;3;3;2;1;3;3;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;1;4;3;3;3;3;2;2;3;3;4;4;3;4;3;3;1;2;1;1;1;2;1;4;4;3;4;2;3;1;2;3;1;2;1;2;2;2;2;2;7;PA;3;1;2;1;4;1;1;0;0;0;2;53;;3;1;1;1;2;15;1;12,533333;0,2179;0,3627;1;2;3;1;1;2
46;1;3;5;3;;;;;1;3;3;3;1;3;4;1;1;3;4;6;6;1;2;4;2;1;2;4;1;1;1;1;5;0;0;1;20;1;1;2;1;3;2;2;3;3;2;3;4;4;1;2;1;1;1;3;2;2;2;4;4;4;4;2;3;2;2;4;4;3;4;3;3;4;4;1;2;3;1;4;3;4;4;1;3;1;2;3;3;4;4;3;3;4;3;4;3;3;4;3;4;3;4;4;3;4;4;3;4;3;4;1;1;3;1;3;3;4;3;4;1;2;2;3;3;4;1;2;3;3;2;3;2;2;3;3;3;2;4;1;3;4;4;4;3;2;4;4;4;4;3;4;3;4;4;4;3;1;1;2;3;3;2;2;2;1;4;4;4;4;3;3;2;2;2;3;3;1;1;1;3;4;4;2;4;8;CA;2;4;9;2;3;1;5;0;0;0;2;28;;1;8;6;1;1;90;1;19,2385;0,7229;0,9549;5;1;1;4;4;3
47;4;8;2;1;3;3;2;2;1;1;3;3;2;4;4;1;3;3;4;4;5;1;2;4;3;1;2;6;2;2;3;3;0;0;0;0;30;3;2;3;2;3;2;2;2;4;3;3;4;2;2;1;1;2;1;3;3;2;2;3;3;3;4;3;3;3;3;4;3;4;3;3;3;4;3;3;3;3;3;3;3;4;4;3;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;4;2;4;4;2;3;4;4;4;3;3;4;4;4;3;3;3;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;3;4;4;4;4;4;3;3;3;2;1;2;1;4;3;3;4;4;4;3;1;1;2;3;1;2;1;1;4;4;4;4;8;OK;5;3;7;1;3;1;2;1;0;0;1;54;;3;8;1;1;1;5;2;16,866667;0,2098;0,2882;1;1;3;4;1;3
49;4;8;2;1;2;3;2;2;2;2;2;3;1;3;2;2;2;2;1;3;4;1;1;2;2;6;6;5;3;2;3;2;0;0;0;0;30;4;4;3;4;4;4;2;5;5;4;3;3;4;3;2;2;2;3;4;3;2;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;1;4;4;3;1;4;4;3;2;3;1;2;2;2;2;3;1;3;4;4;4;4;4;4;4;4;3;3;3;4;4;3;3;4;3;4;4;4;4;3;4;3;4;4;4;4;2;3;2;3;3;3;3;2;3;4;4;4;3;1;1;2;1;1;2;3;1;1;1;3;3;2;1;1;3;4;1;2;1;1;4;2;2;2;5;MA;2;1;1;1;3;3;2;0;0;0;2;73;;4;4;1;1;2;1;1;17,116667;0,564;0,9026;1;2;4;2;1;3
50;3;2;2;1;1;4;3;4;1;2;3;3;1;3;3;2;3;2;3;6;6;2;2;3;5;3;3;6;2;2;4;3;5;30;5;25;2;2;2;2;1;2;1;2;5;4;2;2;3;3;2;2;1;3;2;4;3;2;2;2;3;2;3;2;3;1;4;3;4;3;1;4;3;4;3;3;3;2;3;3;1;4;3;3;2;3;2;4;3;3;3;3;2;3;2;4;3;4;4;3;1;2;1;1;3;3;4;2;2;2;3;2;2;4;2;4;3;3;3;3;2;4;1;1;2;3;1;1;3;4;3;3;1;2;3;2;2;1;3;2;1;3;2;2;3;1;4;4;2;4;2;4;2;3;3;3;4;3;4;2;2;2;2;1;2;2;4;4;2;4;1;4;2;3;1;4;3;1;1;1;1;1;1;1;1;6;MA;3;1;1;2;1;1;1;0;0;0;2;51;;3;6;2;2;2;97;2;17,3;1,228;0,8199;4;2;3;3;2;1
51;3;2;4;1;2;3;3;3;1;2;3;3;2;4;3;1;2;2;4;6;6;1;2;2;3;4;5;3;3;1;2;1;2;2;0;2;20;1;2;1;1;3;1;1;1;1;2;2;3;1;1;2;2;2;2;3;2;3;2;4;2;2;3;3;3;3;3;3;4;4;2;4;4;3;3;3;3;2;3;3;2;4;4;3;2;3;3;4;4;3;4;4;4;4;4;4;4;3;4;3;4;2;3;4;4;3;3;3;3;4;3;2;2;4;1;4;4;4;3;4;4;4;3;3;4;4;2;2;3;3;4;4;3;2;3;3;3;3;3;2;3;3;3;3;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;2;2;2;2;2;2;2;4;4;4;4;3;3;3;2;2;3;3;1;3;2;3;3;4;4;3;2;NY;1;1;2;2;2;1;2;1;1;0;1;40;;2;4;5;1;2;2;2;14,616667;0,7851;0,5824;2;2;2;2;3;2
52;2;2;3;3;;;;;1;2;3;2;2;4;4;1;3;4;4;7;7;1;2;1;3;3;3;5;1;2;1;3;3;5;2;4;15;2;2;1;2;2;1;1;4;2;3;3;4;3;1;2;2;1;3;2;3;2;2;3;3;2;4;1;2;2;3;3;3;3;4;3;3;3;2;2;3;2;3;2;1;4;4;2;2;2;3;3;3;4;4;2;2;4;1;4;4;3;4;4;4;4;4;4;4;3;4;3;4;4;4;1;1;3;4;4;3;3;2;2;3;2;3;2;3;2;2;2;3;2;3;2;1;1;1;3;3;2;4;1;2;4;3;2;3;1;4;4;4;4;4;4;4;4;4;4;2;2;2;3;4;2;2;2;2;2;4;4;4;4;2;4;3;2;3;4;2;1;1;2;4;2;2;3;4;9;NY;1;1;2;2;1;1;1;0;0;0;2;65;;4;8;1;1;1;7;1;13,95;0,2026;0,2903;4;1;4;4;1;1
53;4;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;6;3;6;3;2;4;2;0;0;2;0;0;3;3;2;4;3;4;2;1;2;2;3;2;3;3;2;1;1;2;4;3;2;4;2;3;3;3;2;2;4;2;2;2;2;2;3;2;4;3;2;2;2;2;2;2;4;2;2;2;2;2;3;4;3;2;2;2;3;2;4;3;3;4;4;3;2;2;4;2;2;2;2;2;2;2;2;2;1;3;3;2;1;2;3;3;3;2;3;3;3;3;2;2;2;2;4;1;2;3;3;1;2;2;1;1;2;1;1;3;1;3;1;1;1;1;3;2;2;2;1;3;4;1;3;2;2;2;1;1;2;4;1;1;2;1;1;1;1;2;2;2;1;3;1;1;4;1;1;2;7;SC;2;3;5;1;3;1;2;0;0;0;2;99;3;3;5;1;1;2;1;2;41,783333;0,4071;0,2795;1;2;3;2;1;3
54;4;8;3;1;1;1;1;3;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;1;2;6;5;6;3;1;3;2;0;0;0;1;20;3;3;2;3;2;4;1;2;1;1;1;3;2;2;1;1;1;1;2;2;2;1;4;4;3;3;1;1;1;3;3;3;3;4;4;2;4;3;1;2;3;3;2;1;1;1;2;1;1;2;4;3;4;4;4;2;3;1;4;2;4;4;4;4;3;4;4;3;2;3;2;3;2;4;1;1;1;1;1;1;1;3;3;1;1;1;4;1;3;1;1;3;3;1;1;1;3;4;1;4;4;4;4;4;4;4;4;4;2;1;1;4;1;1;1;1;1;2;1;2;2;3;1;1;1;2;1;1;1;3;1;1;3;2;3;1;1;1;3;1;1;1;1;1;4;1;1;2;6;OH;1;2;3;1;3;4;2;0;0;0;2;58;;3;6;1;1;2;10;2;44,083333;0,1693;0,2366;3;2;3;3;1;3
55;3;3;3;2;2;3;3;3;2;2;3;3;2;3;3;3;3;2;3;2;2;1;1;5;6;6;3;5;2;2;2;2;30;10;30;10;10;3;4;3;3;3;4;1;1;2;2;2;2;3;2;2;2;2;2;2;3;2;2;2;2;3;3;3;4;3;4;4;2;3;2;3;3;4;3;3;2;3;3;3;3;4;3;3;3;2;3;4;4;2;2;4;4;4;3;4;3;4;4;4;2;3;3;4;4;4;3;2;2;2;3;2;2;2;2;3;2;2;3;4;3;4;3;4;4;4;4;3;3;3;4;4;3;3;3;3;3;2;3;3;3;3;3;2;4;3;3;3;2;3;3;3;3;3;3;2;4;4;4;2;2;2;2;2;2;1;4;3;4;4;4;3;3;1;1;3;3;1;1;1;2;1;2;1;3;4;CO;3;4;8;1;3;6;2;0;0;0;2;47;;2;6;1;1;2;2;2;33,468167;0,5941;0,8247;2;2;2;3;1;3
56;1;1;4;5;;;;;1;4;4;3;3;4;4;1;4;4;4;7;7;1;2;4;6;1;1;5;2;2;3;2;15;24;20;20;4;2;1;1;2;2;1;3;3;4;2;3;4;3;1;1;1;1;2;1;4;2;2;3;4;4;4;3;2;2;3;2;3;3;4;4;4;4;4;4;4;4;3;3;4;4;4;3;4;2;4;4;4;4;4;2;4;4;4;4;2;4;4;4;3;4;2;4;4;1;4;4;4;4;4;1;1;4;1;4;4;4;1;1;2;4;3;2;1;1;4;1;2;2;3;2;3;3;3;3;4;4;3;1;2;4;4;1;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;6;5;2;1;2;1;4;4;4;4;3;4;4;3;3;3;3;1;1;3;4;2;4;4;2;4;NY;1;1;2;2;1;1;2;0;0;0;2;25;;1;6;1;1;2;7;2;64,833333;1,7016;1,1082;4;2;1;3;1;1
58;3;3;3;1;1;3;2;2;2;2;3;4;1;3;3;4;2;2;2;2;1;1;1;2;4;4;5;5;3;2;3;2;5;20;25;20;15;2;2;2;2;2;2;3;5;4;4;3;3;2;2;1;1;1;2;3;3;2;2;2;2;4;3;1;2;3;2;3;3;3;3;3;3;4;3;3;3;2;3;3;3;4;2;3;2;3;2;4;4;3;2;3;2;3;2;4;4;3;4;3;1;2;4;4;3;3;3;3;3;3;3;1;2;3;3;3;3;3;4;4;4;4;3;4;3;3;4;3;3;3;4;4;2;2;3;2;3;3;3;2;2;3;3;3;4;3;2;2;1;2;3;2;2;3;3;1;4;4;4;4;4;2;2;2;2;1;4;4;4;3;4;1;1;3;3;3;3;1;2;2;1;4;3;3;3;6;CA;2;4;9;1;3;3;2;0;0;0;2;60;;3;3;1;1;1;90;1;41,166667;2,9172;2,0581;5;1;3;1;1;3
59;3;5;3;2;4;4;4;3;1;3;3;4;2;4;3;1;2;3;3;6;5;1;2;4;6;2;1;6;3;3;4;3;2;0;0;1;30;1;2;1;1;2;1;4;5;4;4;3;4;4;3;2;1;3;3;3;4;3;2;3;3;3;4;1;1;2;4;4;4;3;4;4;4;4;3;3;3;3;3;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;2;3;1;1;4;1;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;4;4;3;4;4;4;2;3;4;4;2;4;4;3;4;1;4;4;4;4;4;4;3;4;4;4;4;3;3;3;2;1;2;2;1;1;4;3;4;4;2;3;3;3;3;3;3;1;2;2;1;2;4;3;4;8;MN;1;2;4;1;3;3;2;0;0;0;2;64;;3;7;1;1;1;97;2;36,716667;0,339;0,4572;4;1;3;4;1;3
60;3;4;4;3;;;;;2;3;4;4;2;3;3;2;2;2;3;4;4;1;2;3;3;1;3;5;2;1;3;1;6;4;2;4;14;2;2;2;1;2;2;2;2;3;3;2;1;1;3;1;1;2;1;2;1;1;2;2;2;2;4;3;2;4;3;3;3;2;4;2;3;4;1;4;2;2;1;1;4;4;4;2;3;4;4;3;3;4;4;3;4;2;4;4;4;3;2;3;3;3;3;4;4;4;4;4;3;1;3;1;1;3;1;3;3;4;4;4;3;3;3;4;4;4;3;3;2;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;4;3;4;3;1;4;2;3;3;3;4;3;4;1;2;1;2;3;1;1;2;1;4;3;4;4;3;3;3;3;4;3;4;2;2;2;3;4;4;4;4;8;AZ;2;4;8;1;3;1;2;1;1;0;1;45;;2;7;1;1;1;97;1;15,55;0,9069;0,544;4;1;2;4;1;3
61;3;2;4;1;2;4;3;2;2;2;4;3;1;3;3;2;2;2;3;2;1;1;1;3;6;2;2;5;2;2;2;2;0;0;5;5;5;3;3;3;3;3;3;3;5;4;4;4;4;3;3;2;1;3;2;3;2;2;3;2;2;2;3;1;2;1;4;4;3;4;1;4;4;4;3;3;3;3;2;2;3;4;1;2;2;2;2;3;4;4;4;4;3;4;2;4;4;4;4;4;3;3;3;1;3;3;3;3;3;2;3;1;2;2;2;3;2;3;3;4;3;4;2;4;4;4;3;3;3;4;3;4;4;4;4;2;2;3;3;3;2;3;2;3;3;1;1;3;2;2;2;3;1;3;3;1;1;1;1;2;4;3;1;2;2;1;4;2;4;4;2;3;1;3;3;4;4;1;2;2;4;4;1;3;2;2;NY;1;1;2;2;6;3;2;0;0;0;2;60;;3;6;1;1;1;2;1;19,833333;0,1752;0,2375;2;1;3;3;1;2
62;1;2;4;5;;;;;1;4;4;3;3;4;4;1;4;4;4;7;7;1;2;6;6;6;6;6;3;2;2;2;2;0;0;0;15;2;2;1;1;2;1;4;5;4;4;3;4;4;2;1;1;3;1;3;2;1;1;4;4;3;4;2;1;1;3;4;4;4;4;3;3;4;3;3;4;3;3;4;3;4;4;3;3;3;3;4;4;4;4;2;3;4;4;4;4;4;4;4;2;3;4;4;4;3;4;4;4;4;4;1;1;4;1;4;4;4;3;4;4;4;4;3;3;4;3;3;3;3;4;4;3;4;4;3;4;4;4;1;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;3;4;4;1;2;2;2;2;2;1;4;4;4;4;1;4;3;3;4;1;3;1;1;4;1;2;4;4;2;9;CA;3;4;9;1;3;2;2;0;0;0;2;57;;3;8;6;1;2;90;1;16,65;0,6871;0,4063;5;2;3;4;4;3
63;2;2;3;2;2;3;3;3;1;3;3;3;1;4;4;2;2;2;4;3;3;1;1;3;3;3;2;6;3;2;3;1;0;0;2;5;20;3;4;4;3;4;3;3;3;4;4;4;4;4;3;1;1;1;1;3;3;2;2;4;4;4;3;2;3;3;2;4;4;4;4;3;2;4;3;4;4;3;4;3;2;4;3;4;3;3;3;2;4;4;4;3;4;4;3;3;3;4;2;4;2;3;1;4;3;3;4;3;3;2;3;1;1;3;2;3;2;3;2;3;3;4;1;4;2;4;4;2;1;2;3;4;2;3;4;3;2;3;3;3;2;4;2;2;3;3;1;3;2;3;3;3;2;3;3;2;4;4;2;2;2;3;1;2;2;1;4;3;4;4;2;3;2;2;1;3;4;1;1;2;4;4;1;2;3;9;CA;2;4;9;1;3;1;2;0;0;0;2;35;;2;4;1;1;2;90;2;19,916667;0,887;1,3274;5;2;2;2;1;3
64;3;2;2;2;2;2;2;3;1;2;2;2;1;1;1;3;1;1;2;2;1;1;1;5;1;5;5;6;1;1;2;2;3;20;5;20;2;1;1;2;1;1;3;2;3;4;4;2;3;1;3;1;2;2;1;2;2;2;2;2;1;1;2;1;1;1;2;4;4;3;4;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;4;2;4;3;2;2;4;3;4;3;3;3;4;3;4;4;3;3;3;3;3;2;4;2;1;1;1;3;2;1;1;2;3;2;4;1;4;3;3;4;2;4;3;3;3;3;3;4;1;2;2;3;4;2;4;2;3;3;2;2;2;3;1;1;1;1;2;2;1;1;1;2;4;2;2;2;1;1;1;3;1;4;4;3;2;1;1;1;3;2;1;1;1;2;4;1;1;1;7;OR;3;4;9;1;3;2;3;0;0;0;2;99;3;3;5;1;1;2;2;1;26,733333;0,2;0,297;2;2;3;2;1;3
